feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
2,3221,123.0,11,2023-08-28,Query,Distributor Portal,Positive,Aliquid distinctio at similique esse sequi eum sit expedita temporibus placeat similique blanditiis aut suscipit quos.,Escalated,
13,3442,128.0,105,2023-08-22,Delivery Issue,Email,Positive,Nemo dignissimos blanditiis eligendi quaerat possimus repudiandae atque cumque.,Open,
16,3333,134.0,139,2023-08-25,Quality Issue,Phone,Neutral,Dolorum fuga deleniti alias debitis quidem sit itaque voluptatum tenetur nam ratione molestias doloremque magnam hic dolore.,Open,
43,3356,133.0,544,2023-08-01,Product Suggestion,Sales Rep,Negative,Dolorum nulla veritatis unde quae iure omnis voluptatem excepturi quia laboriosam est.,Closed,Blanditiis ad dolorem ex mollitia autem.
101,3180,,1209,2023-08-03,Sales Service,Sales Rep,Negative,Rerum atque laborum blanditiis sapiente eos ipsum a earum fuga.,In Progress,
105,3276,136.0,1298,2023-08-22,Product Suggestion,Distributor Portal,Neutral,Non impedit magnam deleniti harum possimus deserunt maiores eaque sit eaque laboriosam quis odio provident assumenda omnis.,In Progress,
142,3488,143.0,1758,2023-08-17,Sales Service,Sales Rep,Negative,Illo aut at voluptatem nulla maiores libero fugiat pariatur consequuntur reiciendis voluptatum quod harum a sed doloribus earum.,Open,
144,3239,155.0,1780,2023-08-23,Order Accuracy,Email,Negative,Excepturi aperiam voluptas sunt odit modi consequatur sit saepe autem minima aliquam rem ab.,Resolved,Facilis vero et facilis facere deleniti illo nulla delectus dolore sunt.
159,3028,,1999,2023-08-30,Quality Issue,Sales Rep,Negative,Quos aliquam nobis exercitationem alias nemo impedit sunt deserunt.,In Progress,
169,3334,128.0,2182,2023-08-25,Order Accuracy,Sales Rep,Positive,Autem accusamus totam sint eius sit aut provident recusandae nulla nam numquam quibusdam.,Closed,Ducimus quae nesciunt ullam temporibus veniam quidem esse officiis eum ea.
177,3333,127.0,2296,2023-08-22,Query,Email,Negative,Dolore tenetur eligendi nihil suscipit sequi impedit dolor quasi laboriosam ut laborum sint dignissimos cumque corrupti.,Open,
