feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
38,3475,,493,2024-03-22,Query,Sales Rep,Negative,Harum error voluptatum aliquid architecto ducimus doloribus iusto similique occaecati quaerat assumenda aliquam repellendus animi debitis.,Open,
47,3346,144.0,571,2024-03-28,Product Suggestion,Sales Rep,Positive,Inventore est numquam tenetur ratione animi distinctio odio dolorem a aut.,Open,
55,3103,160.0,647,2024-03-05,Complaint,Email,Negative,Cumque est dolor accusamus perspiciatis cupiditate in voluptates corrupti voluptas.,Open,
60,3013,113.0,690,2024-03-01,Complaint,Distributor Portal,Positive,Quo doloremque voluptas quibusdam praesentium unde expedita saepe est minima accusamus velit atque maiores.,Closed,Praesentium ad doloremque dolore voluptatibus cupiditate alias debitis sapiente fugit.
69,3189,160.0,814,2024-03-19,Complaint,Whatsapp,Neutral,Aliquam ipsum nostrum quas aperiam similique in pariatur vero doloremque id ea culpa nisi mollitia sit quo.,Resolved,Vitae id numquam voluptate voluptatibus facere quasi quod exercitationem.
112,3012,113.0,1382,2024-03-09,Query,Phone,Positive,Perspiciatis autem quisquam aperiam facere expedita atque ducimus voluptatem nulla sit voluptas quia debitis consequatur pariatur.,Open,
134,3413,118.0,1638,2024-03-12,Order Accuracy,Sales Rep,Positive,Nobis sapiente veritatis odio veritatis placeat similique harum molestiae eos aliquid eos culpa recusandae doloribus.,In Progress,
135,3301,161.0,1639,2024-03-11,Complaint,Whatsapp,Negative,Officia dignissimos qui perferendis qui perferendis nisi explicabo vel voluptatem assumenda dolorem nam necessitatibus incidunt consequuntur incidunt.,Closed,Voluptatem iure vel culpa dicta animi.
166,3221,104.0,2125,2024-03-13,Query,Email,Negative,Itaque deserunt alias reprehenderit atque debitis pariatur non tenetur blanditiis ducimus tempora deserunt soluta doloremque.,In Progress,
176,3363,129.0,2289,2024-03-27,Delivery Issue,Email,Positive,Sunt nemo a temporibus facere minus deleniti qui tenetur dignissimos occaecati.,In Progress,
194,3282,,2495,2024-03-20,Sales Service,Whatsapp,Neutral,Aliquam inventore harum aperiam omnis rerum omnis magnam expedita fugit dolore accusamus ut id ad fuga.,Resolved,Nihil quos sunt quisquam explicabo excepturi quibusdam.
223,3185,,2859,2024-03-25,Order Accuracy,Distributor Portal,Neutral,Aut accusantium pariatur occaecati perspiciatis placeat quo laudantium eos libero labore eaque magni fugit iste optio sequi.,Open,
240,3105,110.0,3209,2024-03-27,Complaint,Email,Negative,Voluptates quaerat aliquam placeat corporis vitae odio aliquid incidunt odit distinctio minima facere deleniti minus.,Resolved,Atque itaque recusandae porro est modi quisquam earum accusamus itaque occaecati.
250,3264,109.0,3335,2024-03-22,Complaint,Whatsapp,Positive,Esse ad qui et provident molestias ab laborum nulla voluptatibus voluptatum illum.,Closed,Et illo sed nam aliquid fugiat sit doloribus.
263,3078,128.0,3606,2024-03-23,Sales Service,Phone,Positive,Velit quibusdam vel perspiciatis vel quas corporis consequuntur aliquid alias totam aspernatur pariatur labore officiis laboriosam culpa nulla deleniti.,Open,
293,3378,111.0,4107,2024-03-05,Complaint,Sales Rep,Positive,Repellat adipisci quas quo vel iure ea enim neque amet numquam repudiandae perspiciatis voluptatem libero illo vel molestias harum excepturi.,Resolved,Nobis perspiciatis ipsa consequuntur officiis accusamus atque delectus possimus sequi nulla vero autem.
295,3384,101.0,4147,2024-03-12,Query,Phone,Neutral,Quia illo ullam eveniet eveniet impedit et vitae molestias alias similique at et.,Escalated,
317,3146,106.0,4393,2024-03-13,Complaint,Distributor Portal,Negative,Eligendi debitis nemo error numquam quibusdam odit soluta velit ducimus ducimus ad beatae provident optio voluptate minima.,Open,
322,3023,160.0,4433,2024-03-06,Delivery Issue,Phone,Negative,Consectetur est illo porro sit ea assumenda soluta nam dolore.,Escalated,
346,3104,103.0,4760,2024-03-14,Query,Phone,Negative,Quis hic distinctio minima odio voluptatem mollitia quibusdam recusandae nesciunt dignissimos magni error animi alias officiis accusantium ullam similique.,Resolved,Voluptatem sit aliquid assumenda ad explicabo minus.
358,3016,156.0,4897,2024-03-11,Quality Issue,Email,Positive,Ratione facilis dicta ipsa praesentium accusantium sit qui qui molestiae totam nihil dignissimos minima fugiat.,Resolved,Recusandae explicabo hic aspernatur saepe ducimus exercitationem dolores quaerat dolor nisi excepturi culpa.
361,3397,152.0,4943,2024-03-23,Sales Service,Sales Rep,Positive,Delectus distinctio quasi autem dignissimos debitis cupiditate praesentium eum dolorum.,Resolved,Dignissimos delectus quisquam porro voluptate perferendis aperiam quis mollitia iusto quis.
369,3139,138.0,5049,2024-03-04,Complaint,Phone,Negative,Fuga et velit ad itaque officiis temporibus quas vel.,Resolved,Deserunt id quibusdam quasi perferendis accusamus quidem minima nulla sunt exercitationem excepturi.
405,3324,147.0,5492,2024-03-30,Query,Email,Neutral,Tenetur cupiditate fuga deserunt sequi explicabo blanditiis quo reprehenderit quia quibusdam quas atque quo possimus et.,In Progress,
426,3320,136.0,5933,2024-03-30,Query,Email,Neutral,At excepturi enim ipsa exercitationem voluptas ea asperiores beatae maxime corporis cupiditate temporibus culpa nisi laborum voluptate quia.,In Progress,
438,3488,150.0,6060,2024-03-12,Quality Issue,Phone,Negative,Explicabo nesciunt porro est commodi officia velit totam harum possimus nam facilis perferendis tenetur ipsum.,Open,
466,3149,,6483,2024-03-29,Sales Service,Phone,Positive,Placeat eaque quisquam dignissimos vero alias incidunt natus omnis fugiat ducimus commodi voluptatum veritatis distinctio consequatur.,Open,
475,3048,118.0,6612,2024-03-22,Sales Service,Distributor Portal,Neutral,Vel doloremque cum atque modi ullam aliquid temporibus eos ratione ut exercitationem.,Open,
502,3065,,6896,2024-03-22,Query,Email,Positive,Ipsa necessitatibus illo explicabo ex accusantium voluptatum consequuntur eveniet deleniti consequuntur.,In Progress,
629,3436,126.0,8501,2024-03-16,Quality Issue,Email,Negative,Id ex saepe quam officia autem dignissimos nesciunt distinctio nostrum deleniti quos architecto ipsum ullam ipsa iste consectetur quae maiores.,Open,
644,3062,149.0,8755,2024-03-27,Product Suggestion,Distributor Portal,Neutral,Illo neque doloremque quas esse earum officia natus enim maxime dolores consequuntur dolore accusantium magnam quas sed sint a culpa maiores.,Closed,Fugiat dolorum officiis consequatur amet earum ut.
665,3417,114.0,9003,2024-03-14,Sales Service,Phone,Positive,Reiciendis fugit modi dicta aperiam laboriosam quod provident praesentium repellat voluptatem dignissimos error eos accusantium suscipit.,Resolved,Dolore placeat nobis placeat repudiandae quam at neque atque optio labore.
688,3486,129.0,9260,2024-03-04,Product Suggestion,Whatsapp,Positive,Aliquid dicta eos laudantium asperiores officiis impedit pariatur facilis.,Resolved,Illo possimus modi dolore nihil similique animi ratione consectetur expedita voluptatem exercitationem.
755,3306,126.0,10141,2024-03-13,Product Suggestion,Sales Rep,Negative,Nisi nobis facere atque cumque explicabo tenetur delectus quo nam ducimus quibusdam explicabo minima assumenda magni ipsam.,Escalated,
792,3148,112.0,10628,2024-03-23,Order Accuracy,Distributor Portal,Negative,Earum corporis delectus earum tempore explicabo pariatur cumque eum iure praesentium tempore reiciendis eligendi aperiam natus laborum iusto officia nihil.,Open,
794,3480,126.0,10664,2024-03-06,Quality Issue,Phone,Negative,Fugiat eos ut nobis ea soluta mollitia et neque ratione alias odit cupiditate quidem cumque.,Closed,Delectus earum harum beatae deserunt laborum possimus id repellendus.
