sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
35,3226,126,2024-04-02,1829,650.0,1188850.0,0.0,1188850.0,,Credit,Modern Trade,INV-538979-7052
38,3168,111,2024-04-30,2165,450.0,974250.0,0.0,974250.0,,Bank Transfer,Wholesale Distributor,INV-356402-0349
58,3146,144,2024-04-20,1415,125.0,176875.0,0.0,176875.0,,UPI,Modern Trade,INV-363969-2359
60,3405,154,2024-04-30,100,100.0,10000.0,0.0,10000.0,,Cheque,General Trade,INV-960141-7086
71,3091,105,2024-04-30,47,31.27,1645.0,175.19,1469.81,514.0,Bank Transfer,General Trade,INV-363564-7753
72,3063,108,2024-04-11,51,160.0,8160.0,0.0,8160.0,,Credit,General Trade,INV-707551-5144
95,3337,106,2024-04-15,1711,46.16,94105.0,15122.67,78982.33,508.0,UPI,Modern Trade,INV-852599-5762
100,3228,140,2024-04-15,381,95.0,36195.0,0.0,36195.0,,Cash,Modern Trade,INV-558673-5733
116,3182,111,2024-04-05,1872,450.0,842400.0,0.0,842400.0,,UPI,Modern Trade,INV-127998-8509
124,3479,146,2024-04-09,786,260.0,204360.0,0.0,204360.0,,Cheque,E-commerce,INV-838917-6813
137,3105,140,2024-04-06,1792,95.0,170240.0,0.0,170240.0,,Bank Transfer,E-commerce,INV-051669-1319
141,3461,135,2024-04-10,102,250.0,25500.0,0.0,25500.0,,UPI,General Trade,INV-230227-9189
167,3447,111,2024-04-22,1117,450.0,502650.0,0.0,502650.0,,Bank Transfer,Wholesale Distributor,INV-150171-3400
295,3340,117,2024-04-11,777,140.0,108780.0,0.0,108780.0,,Bank Transfer,Modern Trade,INV-175073-1688
424,3484,154,2024-04-04,472,100.0,47200.0,0.0,47200.0,,UPI,Modern Trade,INV-286737-2704
477,3267,152,2024-04-20,925,255.0,235875.0,0.0,235875.0,,Cheque,Modern Trade,INV-192330-8623
480,3449,160,2024-04-20,135,45.0,6075.0,0.0,6075.0,,UPI,General Trade,INV-219233-9960
489,3439,148,2024-04-07,702,190.0,133380.0,0.0,133380.0,,Cash,Wholesale Distributor,INV-824855-9466
524,3229,137,2024-04-26,1694,95.0,160930.0,0.0,160930.0,,Cash,Wholesale Distributor,INV-966825-3453
548,3109,113,2024-04-30,1089,210.0,228690.0,0.0,228690.0,,Bank Transfer,Modern Trade,INV-371351-8883
559,3350,104,2024-04-23,482,18.0,8676.0,0.0,8676.0,,UPI,E-commerce,INV-531562-9438
582,3207,129,2024-04-15,2035,50.0,101750.0,0.0,101750.0,,Cheque,Wholesale Distributor,INV-606632-3038
592,3043,103,2024-04-16,163,12.0,1956.0,0.0,1956.0,,Bank Transfer,General Trade,INV-807429-2860
642,3345,127,2024-04-04,575,380.0,218500.0,0.0,218500.0,,Cash,Wholesale Distributor,INV-012924-5112
666,3112,123,2024-04-08,110,60.0,6600.0,0.0,6600.0,,Bank Transfer,General Trade,INV-956655-9104
689,3229,161,2024-04-12,452,80.0,36160.0,0.0,36160.0,,UPI,Wholesale Distributor,INV-705769-7788
786,3314,103,2024-04-21,1505,12.0,18060.0,0.0,18060.0,,Cash,E-commerce,INV-170560-1678
790,3124,117,2024-04-26,163,140.0,22820.0,0.0,22820.0,,UPI,General Trade,INV-171606-4448
827,3061,140,2024-04-02,456,95.0,43320.0,0.0,43320.0,,UPI,Modern Trade,INV-542644-2297
842,3139,131,2024-04-02,1610,170.0,273700.0,0.0,273700.0,,Cheque,Modern Trade,INV-613010-6504
844,3242,145,2024-04-28,798,250.0,199500.0,0.0,199500.0,,Cheque,Modern Trade,INV-596171-8401
849,3023,144,2024-04-09,1197,125.0,149625.0,0.0,149625.0,,Cash,Modern Trade,INV-711445-8301
863,3277,102,2024-04-05,478,8.0,3824.0,0.0,3824.0,,Bank Transfer,Modern Trade,INV-832122-4910
867,3079,147,2024-04-28,282,280.0,78960.0,0.0,78960.0,,Credit,Wholesale Distributor,INV-670057-4970
915,3041,113,2024-04-30,98,210.0,20580.0,0.0,20580.0,,Cheque,General Trade,INV-532175-9955
994,3041,140,2024-04-19,19,95.0,1805.0,0.0,1805.0,,UPI,General Trade,INV-145502-5985
1029,3074,143,2024-04-05,2829,120.0,339480.0,0.0,339480.0,,UPI,Wholesale Distributor,INV-681088-3083
1046,3273,135,2024-04-15,11,250.0,2750.0,0.0,2750.0,,Bank Transfer,General Trade,INV-508344-9232
1062,3356,153,2024-04-22,396,25.0,9900.0,0.0,9900.0,,UPI,Modern Trade,INV-827466-7538
1088,3489,154,2024-04-12,1152,100.0,115200.0,0.0,115200.0,,Cheque,Modern Trade,INV-415226-7179
1147,3161,110,2024-04-08,117,280.0,32760.0,0.0,32760.0,,Cash,General Trade,INV-423075-8392
1150,3264,110,2024-04-05,741,280.0,207480.0,0.0,207480.0,,Cheque,E-commerce,INV-201294-6696
1211,3332,144,2024-04-16,400,125.0,50000.0,0.0,50000.0,,Cheque,E-commerce,INV-419948-2293
1223,3147,158,2024-04-24,2580,30.0,77400.0,0.0,77400.0,,Cash,Wholesale Distributor,INV-248972-0173
1253,3405,101,2024-04-15,353,5.0,1765.0,0.0,1765.0,,Cheque,General Trade,INV-239835-2273
1310,3494,124,2024-04-11,53,180.0,9540.0,0.0,9540.0,,UPI,General Trade,INV-852235-5772
1318,3436,125,2024-04-10,1856,350.0,649600.0,0.0,649600.0,,Cheque,Modern Trade,INV-901488-6993
1320,3327,105,2024-04-03,58,35.0,2030.0,0.0,2030.0,,Cheque,General Trade,INV-623550-3789
1393,3215,128,2024-04-05,911,398.0,362578.0,0.0,362578.0,,UPI,Modern Trade,INV-263730-7413
1411,3206,142,2024-04-17,74,95.0,7030.0,0.0,7030.0,,Credit,General Trade,INV-611616-1344
1414,3304,155,2024-04-28,708,20.0,14160.0,0.0,14160.0,,Cheque,Modern Trade,INV-226226-8971
1446,3215,135,2024-04-15,1371,250.0,342750.0,0.0,342750.0,,Bank Transfer,Modern Trade,INV-896512-3060
1450,3092,144,2024-04-06,1534,125.0,191750.0,0.0,191750.0,,Bank Transfer,Modern Trade,INV-342757-3356
1455,3209,147,2024-04-16,1389,280.0,388920.0,0.0,388920.0,,Bank Transfer,E-commerce,INV-683196-8034
1471,3262,156,2024-04-05,1309,220.0,287980.0,0.0,287980.0,,Cheque,Wholesale Distributor,INV-912229-7305
1485,3247,151,2024-04-24,204,199.0,40596.0,0.0,40596.0,,Credit,Modern Trade,INV-093646-4408
1528,3201,145,2024-04-19,1142,250.0,285500.0,0.0,285500.0,,Cheque,E-commerce,INV-948977-4526
1541,3306,107,2024-04-02,171,120.0,20520.0,0.0,20520.0,,Bank Transfer,E-commerce,INV-618238-1326
1542,3475,135,2024-04-21,137,250.0,34250.0,0.0,34250.0,,Cheque,General Trade,INV-949887-7030
1569,3346,114,2024-04-06,486,10.0,4860.0,0.0,4860.0,,UPI,General Trade,INV-058042-7640
1588,3426,148,2024-04-20,1767,190.0,335730.0,0.0,335730.0,,UPI,Wholesale Distributor,INV-076301-4573
1651,3488,120,2024-04-07,252,20.0,5040.0,0.0,5040.0,,UPI,E-commerce,INV-081039-3537
1724,3438,125,2024-04-22,56,350.0,19600.0,0.0,19600.0,,Cheque,General Trade,INV-312212-2081
1785,3372,109,2024-04-19,180,190.0,34200.0,0.0,34200.0,,Credit,General Trade,INV-829374-9355
1791,3184,102,2024-04-23,409,8.0,3272.0,0.0,3272.0,,Cash,General Trade,INV-631811-2380
1804,3078,119,2024-04-11,19,180.0,3420.0,0.0,3420.0,,UPI,General Trade,INV-167026-1331
1936,3306,130,2024-04-23,1015,90.0,91350.0,0.0,91350.0,,Credit,E-commerce,INV-456413-5866
1945,3076,125,2024-04-17,612,350.0,214200.0,0.0,214200.0,,Cash,Modern Trade,INV-422172-3407
1972,3497,146,2024-04-20,1097,260.0,285220.0,0.0,285220.0,,Cheque,Modern Trade,INV-535903-1589
2041,3094,154,2024-04-16,1747,100.0,174700.0,0.0,174700.0,,Bank Transfer,Modern Trade,INV-155132-3025
2090,3014,104,2024-04-02,1577,18.0,28386.0,0.0,28386.0,,Cash,Modern Trade,INV-809123-9367
2102,3268,159,2024-04-17,473,35.0,16555.0,0.0,16555.0,,Credit,E-commerce,INV-654298-9402
2131,3467,118,2024-04-09,1961,195.0,382395.0,0.0,382395.0,,Cheque,E-commerce,INV-252209-0139
2137,3364,153,2024-04-22,721,25.0,18025.0,0.0,18025.0,,Cash,E-commerce,INV-559241-7286
2161,3007,128,2024-04-09,65,398.0,25870.0,0.0,25870.0,,UPI,Modern Trade,INV-774330-2329
2169,3427,116,2024-04-20,186,75.0,13950.0,0.0,13950.0,,Bank Transfer,General Trade,INV-117552-2088
