feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
99,3055,124.0,1153,2024-09-05,Product Suggestion,Phone,Neutral,Autem repellat necessitatibus illo optio hic in repudiandae quisquam molestias harum natus natus sed.,In Progress,
111,3268,129.0,1371,2024-09-23,Order Accuracy,Whatsapp,Positive,Voluptatem nulla quaerat vero error illo iure cupiditate voluptates dolorem sequi.,Closed,Accusantium totam dolore doloribus quo molestiae sapiente velit eligendi eum at perferendis voluptatum.
140,3453,101.0,1717,2024-09-28,Product Suggestion,Sales Rep,Neutral,Eum id molestiae labore culpa harum occaecati aliquid nesciunt in optio quasi accusamus architecto.,In Progress,
163,3019,148.0,2057,2024-09-26,Order Accuracy,Whatsapp,Negative,Beatae laudantium quasi reprehenderit totam doloremque voluptatum repudiandae iure est modi voluptatibus reprehenderit repellendus ullam iure veniam quisquam adipisci.,Closed,Quos perspiciatis recusandae in earum eius aperiam quis eius nihil praesentium debitis vel.
234,3192,,3150,2024-09-18,Quality Issue,Email,Positive,Animi facilis minus est aliquid ipsum blanditiis eos distinctio mollitia consectetur pariatur explicabo omnis eius laborum.,Open,
245,3280,106.0,3246,2024-09-27,Order Accuracy,Phone,Negative,Debitis omnis incidunt ratione ducimus minima dicta a tempora delectus modi officiis eius id quibusdam delectus.,In Progress,
319,3247,,4414,2024-09-12,Sales Service,Email,Neutral,Odit et velit necessitatibus alias sapiente itaque sed atque delectus nemo vero placeat adipisci illum soluta consequuntur necessitatibus.,Resolved,Itaque ipsum dolorum eius non repudiandae.
378,3242,152.0,5179,2024-09-22,Sales Service,Phone,Negative,Non inventore enim ipsum in accusamus recusandae est voluptatibus id possimus.,Closed,Error maiores pariatur sequi tempore velit.
379,3216,,5186,2024-09-07,Sales Service,Email,Neutral,Atque saepe vero neque minus dolorem minima aliquid eos suscipit aspernatur suscipit quo labore inventore praesentium.,Closed,Eaque ad enim quibusdam magnam at maxime esse delectus.
395,3258,147.0,5399,2024-09-18,Delivery Issue,Sales Rep,Neutral,Enim nulla odit inventore officia facilis dolor quo architecto voluptatem optio sed.,In Progress,
397,3255,135.0,5428,2024-09-13,Product Suggestion,Sales Rep,Neutral,Repellendus ipsa cumque maxime mollitia dolorum libero quas illo quam doloribus exercitationem velit cupiditate saepe distinctio.,In Progress,
432,3272,,5979,2024-09-01,Complaint,Distributor Portal,Neutral,Dicta adipisci earum numquam distinctio aspernatur modi sequi dolorum voluptates quod recusandae dolor delectus dolorem.,Closed,Deserunt dolorem occaecati voluptatem vel voluptate explicabo.
433,3461,124.0,5992,2024-09-25,Sales Service,Whatsapp,Neutral,Architecto cumque laboriosam id debitis maiores quisquam dolores possimus iure alias dolorem aut culpa nihil excepturi eum.,Closed,Magni ex sed aut ipsa voluptatibus earum quaerat reprehenderit sit.
440,3225,150.0,6107,2024-09-17,Delivery Issue,Distributor Portal,Neutral,Dolorum tempora perferendis nam quis maiores mollitia officia assumenda laborum id et eveniet fugiat.,In Progress,
482,3258,114.0,6670,2024-09-17,Sales Service,Sales Rep,Neutral,Sequi odio nobis mollitia eveniet labore perferendis debitis dignissimos.,Resolved,Modi reiciendis eaque neque error provident ex optio ratione dolorum.
485,3250,150.0,6692,2024-09-13,Query,Sales Rep,Negative,Earum odit numquam quidem velit aliquam praesentium consectetur eius labore enim blanditiis dicta.,Open,
493,3130,113.0,6805,2024-09-21,Complaint,Phone,Negative,Sunt ad laboriosam doloremque eaque tempora ad molestias earum explicabo necessitatibus illum accusamus nulla minus.,Escalated,
500,3055,,6835,2024-09-20,Complaint,Phone,Neutral,Nam qui numquam quos officiis provident animi cumque dolores amet architecto.,Resolved,Animi optio qui libero quos vel occaecati facilis eos dolores eius.
510,3300,,7033,2024-09-16,Order Accuracy,Email,Neutral,Esse sequi ullam iure vitae numquam quas quae voluptatem autem neque excepturi itaque.,In Progress,
578,3392,156.0,8005,2024-09-17,Sales Service,Whatsapp,Positive,Sint consequuntur distinctio omnis cupiditate culpa voluptate cum consectetur nemo dolorem totam laudantium odit error velit.,In Progress,
583,3076,139.0,8029,2024-09-05,Quality Issue,Email,Positive,Explicabo voluptas aliquid ducimus deserunt voluptatibus maiores quo voluptas architecto possimus cumque eius voluptatibus similique a magni officiis fugit nihil.,Closed,Nemo pariatur dolorem ducimus deserunt fuga dolores dicta.
608,3343,,8206,2024-09-13,Quality Issue,Whatsapp,Negative,Quidem doloribus voluptatem illo quam iste eum eos exercitationem vel porro inventore.,Resolved,Pariatur dolorum tempore earum sed maxime quae blanditiis.
668,3115,108.0,9036,2024-09-16,Delivery Issue,Whatsapp,Positive,Itaque reprehenderit nam perferendis neque numquam omnis nam sequi.,Escalated,
674,3028,121.0,9090,2024-09-23,Quality Issue,Distributor Portal,Negative,Iure nulla quas voluptatem numquam ut sint nostrum dignissimos adipisci voluptatem itaque optio cum commodi.,Closed,Culpa sed odio necessitatibus deserunt maiores temporibus.
691,3282,111.0,9308,2024-09-05,Quality Issue,Distributor Portal,Neutral,Error doloremque commodi ut vero rem veritatis repellat in earum.,Open,
744,3024,118.0,9949,2024-09-24,Product Suggestion,Whatsapp,Negative,Expedita quas culpa dicta quam quibusdam totam a suscipit debitis.,Open,
752,3363,136.0,10117,2024-09-11,Query,Sales Rep,Positive,Doloribus fugiat labore error ipsam fugit earum consequatur earum nisi cum assumenda mollitia omnis ab aut.,Open,
754,3255,,10132,2024-09-21,Order Accuracy,Phone,Negative,Ullam sit ratione nisi voluptates placeat incidunt blanditiis eveniet repellat velit.,In Progress,
756,3112,161.0,10175,2024-09-28,Query,Phone,Positive,Inventore molestias sapiente eveniet nemo ut inventore culpa cum accusantium minima recusandae tenetur cupiditate voluptatibus quod corrupti id quia rem.,Closed,Animi animi consequatur voluptatum impedit accusantium.
759,3031,159.0,10196,2024-09-08,Product Suggestion,Whatsapp,Neutral,Illum soluta laborum maiores harum unde vero atque itaque nobis unde itaque omnis nulla totam debitis non facere.,Open,
801,3105,143.0,10725,2024-09-11,Quality Issue,Sales Rep,Neutral,Eveniet corporis asperiores distinctio ea quod aliquam quia laboriosam iusto animi similique delectus possimus doloribus impedit est nemo hic a.,Closed,Architecto eius quaerat optio nesciunt velit odit consectetur eum dicta temporibus et ipsum.
