feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
10,3063,108.0,72,2024-04-23,Sales Service,Whatsapp,Positive,Esse sequi tempora assumenda vitae libero aliquam nobis tempora mollitia odit nostrum eligendi id ullam.,Open,
12,3228,140.0,100,2024-04-18,Product Suggestion,Distributor Portal,Positive,Necessitatibus amet hic corrupti sequi esse assumenda necessitatibus delectus perferendis nesciunt quaerat possimus blanditiis vero officia quaerat necessitatibus.,Closed,Similique illum consectetur inventore autem debitis.
93,3140,145.0,1092,2024-04-01,Quality Issue,Email,Negative,Optio soluta exercitationem ex sequi numquam labore pariatur placeat impedit delectus sint quo dignissimos.,Escalated,
103,3005,,1251,2024-04-13,Query,Whatsapp,Neutral,Tenetur accusamus ducimus odit voluptatem accusantium nam blanditiis vel iure provident ullam voluptatem quod.,Closed,Expedita nemo recusandae ipsa rerum modi facilis praesentium quaerat illum aperiam voluptate distinctio.
108,3417,,1333,2024-04-19,Delivery Issue,Whatsapp,Neutral,Et quam enim quo non autem eveniet itaque officia nam voluptatem voluptatem iusto unde.,In Progress,
124,3306,107.0,1541,2024-04-30,Complaint,Whatsapp,Negative,Vero quia illum doloribus consequuntur asperiores impedit repellat quisquam laudantium quia officiis saepe illo delectus.,Closed,Libero pariatur odit earum quaerat ex veniam.
139,3111,122.0,1688,2024-04-08,Quality Issue,Distributor Portal,Negative,Veniam eaque eum voluptatibus aliquid sapiente porro deserunt cupiditate nemo.,Escalated,
156,3179,153.0,1960,2024-04-06,Quality Issue,Email,Positive,Amet esse asperiores placeat consequatur delectus veritatis ratione voluptatibus.,Resolved,Repudiandae officia cum deserunt magni placeat ad impedit ullam dolore.
213,3094,101.0,2753,2024-04-10,Quality Issue,Whatsapp,Positive,Vitae a quos tenetur voluptates at occaecati perspiciatis soluta corporis atque eligendi.,Escalated,
255,3078,128.0,3434,2024-04-26,Quality Issue,Phone,Neutral,Necessitatibus aliquid occaecati praesentium iure laboriosam ducimus voluptas et alias.,Escalated,
256,3067,,3442,2024-04-05,Order Accuracy,Phone,Negative,Consectetur consectetur placeat cupiditate illum hic voluptatum nostrum sint ea eius natus nihil inventore recusandae quisquam harum aliquid eveniet nisi.,Closed,Labore vero cumque alias sapiente fugit temporibus reiciendis facilis fugiat eum dolor sit.
270,3169,122.0,3728,2024-04-18,Delivery Issue,Distributor Portal,Negative,Id velit qui amet quam incidunt adipisci incidunt minus omnis.,Resolved,Itaque quibusdam architecto similique libero quam mollitia nostrum quidem.
305,3404,146.0,4219,2024-04-16,Delivery Issue,Distributor Portal,Neutral,Praesentium voluptatum dolore aspernatur nesciunt distinctio laborum laudantium soluta.,In Progress,
325,3454,103.0,4464,2024-04-30,Sales Service,Email,Positive,Quisquam iure voluptates magnam aperiam soluta ipsum quos temporibus rem recusandae facilis voluptatem magni nemo animi voluptates nostrum corrupti.,Resolved,Odio suscipit nihil dicta modi dicta quidem.
335,3320,104.0,4592,2024-04-03,Quality Issue,Sales Rep,Positive,Cumque reiciendis officiis eligendi tenetur odio id atque aliquid laboriosam incidunt.,Closed,Illo consectetur aliquam nemo illo autem vero non autem natus veritatis dicta tempora.
354,3441,,4874,2024-04-07,Query,Email,Negative,Nemo possimus ad distinctio esse ducimus commodi quod fugit mollitia aliquam totam illum cupiditate culpa saepe commodi commodi.,Escalated,
366,3136,,4997,2024-04-10,Order Accuracy,Sales Rep,Positive,Delectus praesentium modi sit adipisci sequi alias molestias ut quaerat architecto sunt.,Open,
380,3450,155.0,5192,2024-04-01,Quality Issue,Email,Negative,Ea facere deleniti ipsum quod voluptatum fugit nam culpa.,Closed,Accusantium nobis commodi occaecati doloremque ullam quia.
389,3163,,5329,2024-04-02,Order Accuracy,Sales Rep,Neutral,Quis praesentium magni sint possimus quas velit est repudiandae at a mollitia eos iusto ut quam ipsum velit officia reiciendis.,Closed,Labore eveniet labore rerum aperiam aut necessitatibus.
390,3258,150.0,5335,2024-04-30,Quality Issue,Email,Negative,Nesciunt nulla corporis fuga perferendis fugit tempora animi minus dolor illo fugit ab molestias reprehenderit sapiente beatae.,Open,
418,3395,,5747,2024-04-17,Quality Issue,Whatsapp,Neutral,Error temporibus expedita accusamus reprehenderit officiis ab aspernatur officiis rem impedit eos numquam atque itaque culpa recusandae voluptatibus laudantium.,In Progress,
423,3369,127.0,5791,2024-04-28,Quality Issue,Distributor Portal,Neutral,Eos fugiat natus esse adipisci corporis vel magni nostrum.,Resolved,Possimus ipsam dicta beatae dolorum fugiat quos ullam velit soluta.
431,3272,152.0,5975,2024-04-28,Sales Service,Phone,Negative,Et alias quas dolor aut laudantium corrupti reprehenderit repudiandae consequuntur necessitatibus vitae libero cumque exercitationem.,Escalated,
434,3170,148.0,5996,2024-04-22,Sales Service,Distributor Portal,Neutral,Quia nesciunt quis a rerum mollitia neque illo beatae adipisci eos tempora.,Resolved,Quam recusandae voluptatibus vero odit nemo quasi corrupti sapiente quo illo.
455,3489,159.0,6292,2024-04-14,Order Accuracy,Sales Rep,Negative,Nobis nulla saepe libero doloribus deleniti fugiat error adipisci doloribus provident nostrum cumque fuga consequuntur saepe adipisci unde.,Resolved,Ab ratione reiciendis in quas doloremque recusandae impedit.
464,3242,,6419,2024-04-14,Delivery Issue,Email,Neutral,Itaque amet consequatur voluptatum dicta quis dolor quod suscipit eius deleniti officiis voluptatibus beatae maiores facere nisi incidunt corrupti.,In Progress,
487,3344,144.0,6702,2024-04-25,Sales Service,Whatsapp,Positive,Odit fuga suscipit delectus eum vitae saepe dolore consequatur veniam porro itaque.,Escalated,
514,3006,134.0,7060,2024-04-01,Query,Sales Rep,Neutral,Amet minima nostrum illo fugit natus debitis soluta illo reiciendis magni pariatur.,Closed,Repellat placeat dolores atque eaque aut.
543,3420,129.0,7363,2024-04-24,Quality Issue,Phone,Neutral,Rem ipsam est error eos hic voluptate odio alias quod eligendi officia veritatis eaque aspernatur quo fugit occaecati.,Open,
563,3384,132.0,7786,2024-04-25,Query,Whatsapp,Positive,Dolores doloremque sit saepe quaerat necessitatibus culpa fuga quos fuga unde beatae numquam.,Open,
609,3180,123.0,8251,2024-04-12,Product Suggestion,Whatsapp,Negative,Iusto quis ex qui corrupti voluptates blanditiis delectus odit.,Closed,Id quia officiis omnis eos voluptatibus officiis fuga deleniti dicta tempora officiis.
632,3347,111.0,8547,2024-04-01,Delivery Issue,Sales Rep,Neutral,Dolore repellat cupiditate culpa porro mollitia atque consequuntur blanditiis esse molestias praesentium dolorum suscipit consequuntur asperiores inventore quas.,Closed,Id adipisci omnis tempore nam asperiores beatae ipsum voluptatum quae animi id.
678,3270,122.0,9145,2024-04-27,Delivery Issue,Distributor Portal,Positive,Ad repudiandae ex error voluptatibus amet ea sint nam totam soluta cupiditate doloribus exercitationem excepturi odio.,Escalated,
763,3018,,10257,2024-04-04,Product Suggestion,Email,Negative,Fuga culpa voluptates iste possimus ducimus qui enim optio dolores asperiores odio pariatur sapiente pariatur voluptatum ab aliquid quam suscipit.,Resolved,Modi sed voluptatem ut quod excepturi aperiam quasi similique praesentium.
785,3280,114.0,10580,2024-04-13,Query,Distributor Portal,Positive,Veritatis in vero rem commodi neque praesentium quia odit corporis sunt.,Closed,Laboriosam magni consequatur ipsa itaque doloribus quis quia at soluta illum voluptatum dolore.
803,3348,136.0,10752,2024-04-16,Sales Service,Email,Neutral,Cum assumenda asperiores eveniet accusantium voluptates dolore id voluptate eius velit quod enim esse corporis velit accusantium suscipit.,Escalated,
