feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
32,3455,,397,2023-12-11,Sales Service,Email,Negative,Distinctio laborum tempora excepturi totam tempore quibusdam eos illo iste ullam nobis soluta excepturi commodi laboriosam.,Resolved,Eum veritatis ab deleniti fuga saepe harum fugit nam.
51,3294,109.0,618,2023-12-22,Sales Service,Sales Rep,Positive,Possimus vel voluptate aliquid architecto laboriosam corrupti distinctio modi officiis eum optio vitae minus aliquam.,In Progress,
58,3200,117.0,658,2023-12-11,Order Accuracy,Distributor Portal,Positive,Corporis illum quis dicta dolorem velit porro adipisci quis ut assumenda.,Closed,Voluptate reiciendis quos sapiente tempore in debitis corrupti accusantium iusto optio vel.
72,3171,136.0,875,2023-12-19,Order Accuracy,Distributor Portal,Positive,Fugiat quae excepturi repudiandae nostrum commodi eaque aliquid earum quibusdam voluptatem aliquid a exercitationem.,Escalated,
85,3404,141.0,1027,2023-12-28,Query,Sales Rep,Negative,Similique nisi sed sapiente earum ex aliquam nesciunt ullam illo esse qui minima.,In Progress,
87,3193,102.0,1059,2023-12-23,Sales Service,Distributor Portal,Negative,Consequatur odit culpa tempora aut porro vitae eaque eaque.,Closed,Nesciunt cumque fugit sequi pariatur rem dolores cum.
107,3083,,1316,2023-12-25,Product Suggestion,Phone,Positive,Laudantium ipsa nam ipsam expedita dolores iusto et veniam molestiae suscipit fugit laboriosam.,Open,
115,3313,149.0,1403,2023-12-13,Product Suggestion,Whatsapp,Positive,Placeat reiciendis perspiciatis quod nam quos laudantium vero repellat quae iste ipsum.,In Progress,
170,3378,102.0,2195,2023-12-23,Delivery Issue,Email,Negative,Officiis placeat quam cumque maiores architecto repellendus placeat ipsum dolorum provident quis delectus hic.,Open,
183,3266,,2364,2023-12-08,Complaint,Email,Negative,Dicta autem praesentium reiciendis nisi unde ab quaerat totam minus ab fugiat fugit quo architecto atque tempore doloremque nesciunt.,Open,
216,3432,157.0,2791,2023-12-21,Product Suggestion,Whatsapp,Positive,Itaque exercitationem adipisci dolorum at velit similique enim sint porro accusantium mollitia vero vel eligendi blanditiis.,Closed,Est voluptate tempora labore voluptates quidem dolores natus tenetur alias ipsa ipsam.
