sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
17,3031,145,2024-09-03,1643,250.0,410750.0,0.0,410750.0,,Bank Transfer,E-commerce,INV-573364-0036
42,3128,162,2024-09-18,152,300.0,45600.0,0.0,45600.0,,Bank Transfer,General Trade,INV-412501-6200
45,3281,134,2024-09-23,253,290.0,73370.0,0.0,73370.0,,Bank Transfer,Modern Trade,INV-749029-3431
49,3142,134,2024-09-19,2145,290.0,622050.0,0.0,622050.0,,Cash,Wholesale Distributor,INV-471430-6926
113,3455,103,2024-09-09,179,12.0,2148.0,0.0,2148.0,,Cash,General Trade,INV-158132-0324
120,3203,118,2024-09-20,725,195.0,141375.0,0.0,141375.0,,Cash,Modern Trade,INV-467824-6164
134,3461,126,2024-09-03,198,650.0,128700.0,0.0,128700.0,,UPI,General Trade,INV-281974-1002
143,3084,139,2024-09-07,1362,40.0,54480.0,0.0,54480.0,,Bank Transfer,Modern Trade,INV-292149-3925
150,3445,134,2024-09-01,1404,290.0,407160.0,0.0,407160.0,,UPI,E-commerce,INV-479842-0887
168,3050,139,2024-09-01,990,40.0,39600.0,0.0,39600.0,,Credit,Modern Trade,INV-018194-8607
180,3329,148,2024-09-20,326,190.0,61940.0,0.0,61940.0,,Cash,Modern Trade,INV-645184-7530
187,3322,125,2024-09-19,1895,272.37,663250.0,147108.85,516141.15,512.0,Cheque,E-commerce,INV-508620-6692
201,3178,151,2024-09-19,152,199.0,30248.0,0.0,30248.0,,Cheque,General Trade,INV-878858-1522
242,3239,122,2024-09-16,187,205.0,38335.0,0.0,38335.0,,Credit,General Trade,INV-873712-8548
288,3092,152,2024-09-10,1676,255.0,427380.0,0.0,427380.0,,Cheque,Modern Trade,INV-752253-5837
296,3195,150,2024-09-18,844,150.0,126600.0,0.0,126600.0,,Bank Transfer,Modern Trade,INV-251701-6266
337,3340,140,2024-09-02,43,95.0,4085.0,0.0,4085.0,,Credit,Modern Trade,INV-326102-4994
359,3295,104,2024-09-29,1731,18.0,31158.0,0.0,31158.0,,Bank Transfer,Modern Trade,INV-349484-2798
367,3063,102,2024-09-28,134,8.0,1072.0,0.0,1072.0,,Cash,General Trade,INV-008106-2006
372,3265,114,2024-09-26,479,10.0,4790.0,0.0,4790.0,,UPI,General Trade,INV-897300-0998
440,3466,154,2024-09-10,100,100.0,10000.0,0.0,10000.0,,Cheque,General Trade,INV-395132-4613
482,3017,124,2024-09-13,1396,180.0,251280.0,0.0,251280.0,,Cheque,Modern Trade,INV-758390-4421
550,3211,117,2024-09-21,76,140.0,10640.0,0.0,10640.0,,Cash,General Trade,INV-946799-0353
555,3451,159,2024-09-17,561,35.0,19635.0,0.0,19635.0,,Bank Transfer,E-commerce,INV-870670-5740
588,3477,101,2024-09-21,679,5.0,3395.0,0.0,3395.0,,UPI,E-commerce,INV-293084-8214
622,3266,139,2024-09-14,2350,40.0,94000.0,0.0,94000.0,,Cheque,Wholesale Distributor,INV-194138-5241
633,3163,116,2024-09-18,85,75.0,6375.0,0.0,6375.0,,UPI,Modern Trade,INV-862168-5316
