sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
76,3152,127,2023-12-25,743,380.0,282340.0,0.0,282340.0,,Cash,E-commerce,INV-504185-6460
81,3136,123,2023-12-08,80,60.0,4800.0,0.0,4800.0,,Cheque,E-commerce,INV-594306-4692
118,3095,103,2023-12-10,901,9.28,10812.0,2448.92,8363.08,519.0,Cheque,Modern Trade,INV-294966-2945
132,3368,122,2023-12-15,950,205.0,194750.0,0.0,194750.0,,Credit,Wholesale Distributor,INV-124110-3474
196,3275,128,2023-12-23,760,398.0,302480.0,0.0,302480.0,,Cheque,Modern Trade,INV-427865-9198
202,3234,144,2023-12-29,1171,125.0,146375.0,0.0,146375.0,,UPI,Modern Trade,INV-111467-5643
249,3237,109,2023-12-31,517,190.0,98230.0,0.0,98230.0,,UPI,Modern Trade,INV-937460-1206
258,3206,109,2023-12-11,119,190.0,22610.0,0.0,22610.0,,Credit,General Trade,INV-331323-5140
273,3436,103,2023-12-13,1111,9.28,13332.0,3019.7,10312.3,519.0,UPI,Modern Trade,INV-503539-2778
293,3070,121,2023-12-13,901,160.0,144160.0,0.0,144160.0,,Bank Transfer,Modern Trade,INV-762549-9058
307,3477,156,2023-12-04,1788,220.0,393360.0,0.0,393360.0,,Cash,E-commerce,INV-232230-0691
318,3296,145,2023-12-13,158,250.0,39500.0,0.0,39500.0,,Credit,General Trade,INV-022834-9097
325,3220,112,2023-12-11,974,205.0,199670.0,0.0,199670.0,,Credit,Modern Trade,INV-524889-0291
330,3353,133,2023-12-12,1264,180.0,227520.0,0.0,227520.0,,Cash,Modern Trade,INV-743190-7896
338,3039,102,2023-12-07,263,8.0,2104.0,0.0,2104.0,,Credit,General Trade,INV-332456-7642
387,3465,158,2023-12-25,970,30.0,29100.0,0.0,29100.0,,Credit,Wholesale Distributor,INV-636842-2585
395,3191,108,2023-12-21,258,139.09,41280.0,5395.3,35884.7,501.0,Cash,Modern Trade,INV-369941-5694
409,3208,160,2023-12-16,355,45.0,15975.0,0.0,15975.0,,Credit,Wholesale Distributor,INV-541876-7961
463,3203,128,2023-12-01,1770,398.0,704460.0,0.0,704460.0,,UPI,Modern Trade,INV-910926-8261
472,3134,122,2023-12-19,1897,205.0,388885.0,0.0,388885.0,,UPI,Modern Trade,INV-601831-7003
512,3051,137,2023-12-09,115,95.0,10925.0,0.0,10925.0,,Credit,General Trade,INV-679764-2890
526,3478,118,2023-12-02,1056,195.0,205920.0,0.0,205920.0,,Bank Transfer,E-commerce,INV-971662-0730
532,3482,110,2023-12-30,93,280.0,26040.0,0.0,26040.0,,Bank Transfer,General Trade,INV-288449-6314
543,3144,113,2023-12-20,98,210.0,20580.0,0.0,20580.0,,Cheque,General Trade,INV-123564-3974
565,3399,153,2023-12-26,731,25.0,18275.0,0.0,18275.0,,Bank Transfer,Modern Trade,INV-443182-6360
656,3319,151,2023-12-11,601,199.0,119599.0,0.0,119599.0,,UPI,E-commerce,INV-760311-2346
678,3166,150,2023-12-12,1741,150.0,261150.0,0.0,261150.0,,Credit,Modern Trade,INV-969437-3841
711,3498,147,2023-12-14,1408,280.0,394240.0,0.0,394240.0,,Cheque,Wholesale Distributor,INV-868403-2531
721,3141,119,2023-12-29,1775,180.0,319500.0,0.0,319500.0,,Bank Transfer,E-commerce,INV-341947-8475
730,3219,116,2023-12-26,1480,75.0,111000.0,0.0,111000.0,,Credit,Modern Trade,INV-945891-3440
744,3390,124,2023-12-24,1905,180.0,342900.0,0.0,342900.0,,Credit,E-commerce,INV-430918-8829
748,3297,123,2023-12-18,1146,60.0,68760.0,0.0,68760.0,,Credit,Modern Trade,INV-929757-2889
749,3339,124,2023-12-23,1150,180.0,207000.0,0.0,207000.0,,Cash,E-commerce,INV-228690-6492
757,3118,133,2023-12-04,384,180.0,69120.0,0.0,69120.0,,Credit,Modern Trade,INV-304218-2812
760,3234,154,2023-12-08,70,100.0,7000.0,0.0,7000.0,,Cheque,Modern Trade,INV-818325-0959
795,3187,115,2023-12-30,486,20.0,9720.0,0.0,9720.0,,Bank Transfer,Modern Trade,INV-197790-9233
804,3406,103,2023-12-20,158,9.28,1896.0,429.44,1466.56,519.0,Credit,General Trade,INV-729123-1850
