feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
9,3021,105.0,70,2024-12-14,Delivery Issue,Email,Neutral,A ipsam quos voluptas quae harum dolore molestias ab necessitatibus eaque mollitia nam non eveniet ipsum quisquam nostrum.,In Progress,
31,3186,,384,2024-12-22,Delivery Issue,Sales Rep,Positive,Cupiditate ipsam sapiente reiciendis maxime temporibus nihil commodi quam.,In Progress,
84,3129,158.0,1020,2024-12-30,Quality Issue,Email,Neutral,Eum sit tempora suscipit itaque repellat corporis repudiandae fugit ut consequuntur soluta odit.,In Progress,
95,3271,143.0,1106,2024-12-21,Product Suggestion,Email,Positive,Tempore quisquam alias distinctio sequi ipsa suscipit distinctio quo reiciendis incidunt ab sequi assumenda provident voluptatem asperiores.,Escalated,
117,3338,150.0,1430,2024-12-18,Query,Distributor Portal,Positive,Enim nobis asperiores soluta excepturi fuga itaque quaerat quam accusantium accusantium sit dicta exercitationem.,Escalated,
120,3447,157.0,1481,2024-12-29,Sales Service,Whatsapp,Positive,Quaerat totam unde fuga hic enim corporis nulla temporibus animi repellendus asperiores omnis velit esse eligendi nesciunt reprehenderit minus.,Escalated,
147,3380,158.0,1803,2024-12-23,Query,Distributor Portal,Negative,Adipisci ipsum eaque delectus eum doloribus dolorem delectus recusandae repellat animi voluptatem quisquam.,In Progress,
205,3449,145.0,2611,2024-12-24,Delivery Issue,Sales Rep,Neutral,Velit harum quia ea odit temporibus autem temporibus fugit incidunt tenetur sunt molestiae rem qui dolores nam laboriosam temporibus.,Open,
209,3409,,2659,2024-12-19,Order Accuracy,Email,Negative,Perferendis animi reprehenderit quis tenetur nihil accusantium expedita repudiandae harum iure dicta est atque error voluptatibus facilis incidunt magni.,In Progress,
212,3256,,2720,2024-12-19,Order Accuracy,Email,Neutral,Harum maxime architecto corporis rem asperiores voluptates cupiditate natus sit.,In Progress,
272,3472,121.0,3740,2024-12-30,Product Suggestion,Whatsapp,Negative,Nisi a amet voluptatem laboriosam reiciendis ea minus maxime.,Closed,Cumque distinctio nemo ab nostrum odio modi.
287,3278,154.0,3981,2024-12-10,Quality Issue,Sales Rep,Positive,Commodi quibusdam soluta dolore perferendis architecto facere atque nemo.,Closed,Debitis vel iure fuga esse sunt quasi vel rem consectetur aspernatur quam.
299,3031,126.0,4166,2024-12-14,Order Accuracy,Email,Positive,Voluptas ea quasi repellendus cum assumenda quasi deleniti deleniti earum voluptate aliquid quaerat.,Open,
306,3228,150.0,4229,2024-12-31,Complaint,Phone,Positive,Dolor perspiciatis consequuntur nisi praesentium officiis explicabo ut quia quo.,Closed,Veniam est tenetur consectetur quia doloribus inventore sit.
337,3066,103.0,4612,2024-12-24,Quality Issue,Sales Rep,Neutral,Eaque ad pariatur aut eveniet asperiores earum culpa repellat reprehenderit dignissimos impedit magni aliquam.,Escalated,
356,3049,108.0,4890,2024-12-06,Order Accuracy,Sales Rep,Neutral,Ad labore voluptas nostrum deleniti beatae vero eos commodi molestias vel unde minima adipisci nemo aut nisi.,Open,
365,3152,131.0,4985,2024-12-10,Delivery Issue,Email,Positive,A similique laudantium laboriosam adipisci iste maxime ab magnam voluptatibus itaque velit quas nisi reiciendis.,Open,
384,3278,132.0,5234,2024-12-07,Delivery Issue,Distributor Portal,Neutral,Quia amet saepe distinctio doloribus quaerat officia non deleniti quasi omnis eius labore aspernatur.,Resolved,In eaque repellendus laboriosam delectus tempore.
392,3287,129.0,5344,2024-12-12,Sales Service,Distributor Portal,Neutral,Adipisci harum nihil nihil eos non blanditiis repudiandae libero porro hic ex maiores aliquid recusandae cupiditate occaecati facilis.,Escalated,
409,3126,135.0,5577,2024-12-04,Complaint,Whatsapp,Negative,Praesentium consequuntur magnam tenetur similique voluptatem nostrum laudantium facilis neque similique.,Closed,Necessitatibus error dolor ullam laudantium excepturi tempora hic officiis sunt odio harum.
443,3092,112.0,6140,2024-12-24,Order Accuracy,Phone,Neutral,Hic culpa consequuntur minima vitae libero natus neque totam facilis modi corrupti voluptatibus suscipit amet nemo.,Resolved,Possimus consequuntur aliquam cupiditate error fugiat doloribus labore enim excepturi atque odit.
453,3055,135.0,6243,2024-12-09,Quality Issue,Email,Positive,Excepturi vero dignissimos nisi officia corporis accusamus fugit ducimus sapiente tenetur tempore harum incidunt repellat temporibus beatae pariatur ratione deleniti.,Closed,Repudiandae quod maxime quas dolorum aliquam corrupti itaque expedita.
490,3104,136.0,6760,2024-12-13,Product Suggestion,Email,Positive,Accusamus veritatis impedit modi autem placeat veritatis pariatur assumenda possimus perferendis id quia excepturi hic quae provident voluptatum ea.,Resolved,Ullam saepe laboriosam accusantium suscipit nisi.
518,3363,126.0,7074,2024-12-27,Complaint,Sales Rep,Negative,Numquam optio perferendis suscipit quaerat doloremque cumque deserunt illum soluta doloremque maxime iure eveniet.,Open,
