sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
21,3051,151,2024-01-03,47,199.0,9353.0,0.0,9353.0,,Bank Transfer,General Trade,INV-005463-9027
30,3119,143,2024-01-19,96,120.0,11520.0,0.0,11520.0,,Credit,General Trade,INV-144457-8126
46,3382,162,2024-01-01,184,300.0,55200.0,0.0,55200.0,,Credit,General Trade,INV-964817-3760
97,3321,145,2024-01-18,13,250.0,3250.0,0.0,3250.0,,Credit,General Trade,INV-733185-2450
130,3177,157,2024-01-08,203,30.0,6090.0,0.0,6090.0,,Cash,General Trade,INV-460529-9132
138,3196,102,2024-01-18,324,8.0,2592.0,0.0,2592.0,,Cheque,E-commerce,INV-867524-2435
146,3157,141,2024-01-19,329,95.0,31255.0,0.0,31255.0,,Bank Transfer,Wholesale Distributor,INV-422960-5534
149,3258,149,2024-01-10,176,150.0,26400.0,0.0,26400.0,,UPI,General Trade,INV-456356-2677
188,3471,152,2024-01-11,1329,255.0,338895.0,0.0,338895.0,,Cheque,Modern Trade,INV-550625-6082
237,3139,111,2024-01-13,49,450.0,22050.0,0.0,22050.0,,Bank Transfer,Modern Trade,INV-322679-7323
250,3066,101,2024-01-25,1226,5.0,6130.0,0.0,6130.0,,Cash,Modern Trade,INV-337622-3771
368,3186,108,2024-01-02,345,139.09,55200.0,7214.64,47985.36,501.0,Cash,Wholesale Distributor,INV-981302-1995
396,3300,113,2024-01-10,2858,210.0,600180.0,0.0,600180.0,,Cheque,Wholesale Distributor,INV-067848-7863
416,3131,124,2024-01-12,2978,180.0,536040.0,0.0,536040.0,,Bank Transfer,Wholesale Distributor,INV-841053-3954
420,3421,115,2024-01-27,1582,20.0,31640.0,0.0,31640.0,,Credit,E-commerce,INV-425434-9095
421,3002,150,2024-01-14,1112,150.0,166800.0,0.0,166800.0,,Credit,Modern Trade,INV-364678-3975
422,3222,147,2024-01-06,96,280.0,26880.0,0.0,26880.0,,Cheque,General Trade,INV-920775-2840
476,3416,138,2024-01-10,940,120.0,112800.0,0.0,112800.0,,Cash,Modern Trade,INV-120103-8290
534,3456,143,2024-01-09,1934,120.0,232080.0,0.0,232080.0,,Bank Transfer,Modern Trade,INV-742396-1973
540,3375,107,2024-01-19,669,120.0,80280.0,0.0,80280.0,,UPI,E-commerce,INV-178542-7468
553,3482,101,2024-01-28,180,5.0,900.0,0.0,900.0,,Cheque,General Trade,INV-212096-7366
575,3464,161,2024-01-21,185,80.0,14800.0,0.0,14800.0,,Credit,E-commerce,INV-332020-8801
580,3021,116,2024-01-09,1970,75.0,147750.0,0.0,147750.0,,Bank Transfer,E-commerce,INV-176465-4472
605,3180,121,2024-01-11,487,160.0,77920.0,0.0,77920.0,,Cash,Wholesale Distributor,INV-323701-3790
619,3091,139,2024-01-15,177,40.0,7080.0,0.0,7080.0,,Bank Transfer,General Trade,INV-993575-1866
690,3013,113,2024-01-25,925,210.0,194250.0,0.0,194250.0,,Credit,E-commerce,INV-389535-5630
705,3154,106,2024-01-09,414,55.0,22770.0,0.0,22770.0,,UPI,Modern Trade,INV-636590-3122
726,3280,139,2024-01-27,999,40.0,39960.0,0.0,39960.0,,Cash,Modern Trade,INV-258021-5655
751,3072,138,2024-01-02,694,120.0,83280.0,0.0,83280.0,,UPI,Wholesale Distributor,INV-837348-8782
754,3228,153,2024-01-09,1238,25.0,30950.0,0.0,30950.0,,Credit,Modern Trade,INV-327525-3041
762,3315,143,2024-01-10,149,120.0,17880.0,0.0,17880.0,,Bank Transfer,General Trade,INV-839500-9898
781,3082,136,2024-01-08,49,40.0,1960.0,0.0,1960.0,,Cheque,General Trade,INV-033666-3622
789,3324,129,2024-01-23,120,46.52,6000.0,417.0,5583.0,511.0,Bank Transfer,General Trade,INV-877857-2538
792,3230,128,2024-01-15,21,398.0,8358.0,0.0,8358.0,,Bank Transfer,General Trade,INV-057491-5530
802,3319,120,2024-01-13,1524,20.0,30480.0,0.0,30480.0,,Bank Transfer,E-commerce,INV-361931-1915
810,3008,141,2024-01-11,69,95.0,6555.0,0.0,6555.0,,Cheque,Modern Trade,INV-367923-4603
821,3312,132,2024-01-26,1763,90.0,158670.0,0.0,158670.0,,Cash,E-commerce,INV-814826-1838
835,3436,156,2024-01-05,875,220.0,192500.0,0.0,192500.0,,Credit,Modern Trade,INV-466950-3060
851,3212,116,2024-01-29,53,75.0,3975.0,0.0,3975.0,,UPI,General Trade,INV-196273-9316
873,3016,141,2024-01-01,81,95.0,7695.0,0.0,7695.0,,Cheque,General Trade,INV-763698-2693
880,3095,153,2024-01-05,1443,25.0,36075.0,0.0,36075.0,,Bank Transfer,Modern Trade,INV-735041-2539
884,3094,161,2024-01-16,1359,80.0,108720.0,0.0,108720.0,,Bank Transfer,Modern Trade,INV-546545-7682
896,3438,157,2024-01-12,251,30.0,7530.0,0.0,7530.0,,Credit,General Trade,INV-433786-1900
902,3214,112,2024-01-16,1735,205.0,355675.0,0.0,355675.0,,Cash,Modern Trade,INV-533823-7774
949,3308,116,2024-01-31,437,75.0,32775.0,0.0,32775.0,,Cash,Modern Trade,INV-032376-9528
1025,3322,102,2024-01-15,671,8.0,5368.0,0.0,5368.0,,UPI,E-commerce,INV-386389-2604
1075,3025,108,2024-01-23,1669,139.09,267040.0,34902.13,232137.87,501.0,UPI,E-commerce,INV-924405-3064
1163,3150,112,2024-01-29,1597,205.0,327385.0,0.0,327385.0,,Credit,Modern Trade,INV-223272-8555
1191,3167,104,2024-01-09,201,18.0,3618.0,0.0,3618.0,,Cash,Modern Trade,INV-697429-7631
1273,3451,136,2024-01-23,1001,40.0,40040.0,0.0,40040.0,,Cheque,E-commerce,INV-815512-7410
1274,3449,148,2024-01-02,41,190.0,7790.0,0.0,7790.0,,Credit,General Trade,INV-337367-8276
1283,3265,120,2024-01-11,143,20.0,2860.0,0.0,2860.0,,Cheque,General Trade,INV-646318-3482
1332,3145,129,2024-01-27,140,46.52,7000.0,486.5,6513.5,511.0,Credit,General Trade,INV-561661-0949
1340,3017,134,2024-01-13,435,290.0,126150.0,0.0,126150.0,,Cash,Modern Trade,INV-074991-4436
1350,3184,145,2024-01-18,118,250.0,29500.0,0.0,29500.0,,Credit,General Trade,INV-760144-4272
1418,3036,104,2024-01-12,186,18.0,3348.0,0.0,3348.0,,UPI,General Trade,INV-455086-8078
1425,3264,147,2024-01-22,614,280.0,171920.0,0.0,171920.0,,Credit,E-commerce,INV-026926-0787
1436,3413,122,2024-01-17,136,205.0,27880.0,0.0,27880.0,,UPI,General Trade,INV-939033-0810
1447,3232,102,2024-01-14,1831,8.0,14648.0,0.0,14648.0,,Cash,Modern Trade,INV-538628-5952
1493,3481,106,2024-01-24,1843,55.0,101365.0,0.0,101365.0,,Cheque,Modern Trade,INV-140424-0150
1531,3207,123,2024-01-20,263,60.0,15780.0,0.0,15780.0,,Cash,Wholesale Distributor,INV-612812-3808
1546,3311,149,2024-01-09,999,150.0,149850.0,0.0,149850.0,,Cheque,Modern Trade,INV-921631-2056
1568,3048,105,2024-01-16,85,35.0,2975.0,0.0,2975.0,,Bank Transfer,General Trade,INV-850752-0135
1573,3254,106,2024-01-04,1263,55.0,69465.0,0.0,69465.0,,Cheque,Modern Trade,INV-305144-1005
1638,3413,118,2024-01-20,33,195.0,6435.0,0.0,6435.0,,Cash,General Trade,INV-726196-4211
1639,3301,161,2024-01-26,2454,80.0,196320.0,0.0,196320.0,,UPI,Wholesale Distributor,INV-000710-7893
1643,3009,153,2024-01-29,936,25.0,23400.0,0.0,23400.0,,Cheque,Modern Trade,INV-863119-5347
1698,3052,144,2024-01-30,686,125.0,85750.0,0.0,85750.0,,Cash,Modern Trade,INV-477636-2896
1719,3498,147,2024-01-28,1854,280.0,519120.0,0.0,519120.0,,Bank Transfer,Wholesale Distributor,INV-748181-5073
1742,3407,158,2024-01-26,382,30.0,11460.0,0.0,11460.0,,UPI,General Trade,INV-942998-3776
1760,3366,155,2024-01-03,411,20.0,8220.0,0.0,8220.0,,Credit,E-commerce,INV-072567-2329
1782,3035,102,2024-01-28,491,8.0,3928.0,0.0,3928.0,,Bank Transfer,General Trade,INV-283698-2135
1801,3282,105,2024-01-18,106,35.0,3710.0,0.0,3710.0,,Bank Transfer,General Trade,INV-249032-6815
1815,3164,112,2024-01-21,1328,205.0,272240.0,0.0,272240.0,,Cheque,Modern Trade,INV-275434-2505
1819,3049,130,2024-01-05,915,90.0,82350.0,0.0,82350.0,,Cheque,E-commerce,INV-129537-6235
