feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
7,3281,134.0,45,2024-10-04,Quality Issue,Phone,Positive,Distinctio aspernatur in reprehenderit ratione quos saepe qui animi ut excepturi.,Escalated,
11,3308,140.0,91,2024-10-19,Sales Service,Email,Positive,Officia odio incidunt excepturi sint sequi sint dolorum omnis nisi.,Escalated,
17,3445,134.0,150,2024-10-31,Order Accuracy,Whatsapp,Neutral,Deserunt nihil cum nulla aliquid velit officia neque atque atque id animi illum.,Open,
19,3238,121.0,194,2024-10-05,Query,Sales Rep,Negative,Dolorem deserunt totam vero eaque reprehenderit similique repellendus dicta magnam assumenda eos illo officiis.,Resolved,Accusamus omnis doloribus voluptatem nihil error iure quos maiores accusamus recusandae repellat.
53,3107,120.0,625,2024-10-08,Product Suggestion,Sales Rep,Positive,Dolore repellendus ea non sint qui et eos praesentium facere quae quae illo adipisci animi dolorum.,Escalated,
61,3201,150.0,712,2024-10-08,Query,Phone,Negative,Excepturi ipsum sit minus voluptates voluptates unde aut beatae aperiam illum velit doloremque officiis illum quis distinctio exercitationem facilis.,Escalated,
73,3399,152.0,876,2024-10-11,Product Suggestion,Distributor Portal,Neutral,Quibusdam voluptatem accusamus ea repudiandae quidem deleniti aliquam debitis dignissimos eveniet.,In Progress,
74,3335,,894,2024-10-12,Order Accuracy,Email,Positive,Nulla nihil magni deserunt recusandae officiis eius laboriosam laudantium vel saepe totam possimus eum.,In Progress,
81,3399,116.0,985,2024-10-25,Sales Service,Distributor Portal,Neutral,At deleniti cumque nisi ex fugit mollitia natus molestiae ex qui dicta natus voluptatibus officiis fuga dolorum quaerat totam.,Closed,Officia nihil occaecati mollitia deserunt iure dignissimos quas.
165,3272,134.0,2098,2024-10-03,Complaint,Sales Rep,Positive,Voluptatem provident mollitia debitis labore deserunt assumenda sunt excepturi recusandae iusto minima dolore quae.,Resolved,Vero dolor perspiciatis doloremque earum suscipit.
182,3186,112.0,2354,2024-10-12,Sales Service,Phone,Negative,Unde praesentium quas ducimus sit a sapiente esse molestiae qui earum vel voluptates vitae quae.,Closed,Commodi corporis quia voluptas laboriosam aperiam eos suscipit.
199,3377,159.0,2530,2024-10-29,Sales Service,Phone,Positive,Reiciendis excepturi consequatur praesentium ea ducimus facere accusamus veniam voluptatibus dolorum dolore dolorem corrupti unde repellendus quas et.,Resolved,Ipsam porro non velit recusandae magnam.
231,3109,,3114,2024-10-07,Quality Issue,Phone,Neutral,Quasi quo reiciendis ullam vel temporibus libero fuga in itaque voluptatum molestiae a dolorum iusto sint ea aut voluptatem quasi.,In Progress,
