sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
68,3178,130,2025-07-31,79,90.0,7110.0,0.0,7110.0,,Bank Transfer,General Trade,INV-790780-0365
88,3107,151,2025-07-21,92,199.0,18308.0,0.0,18308.0,,Cheque,E-commerce,INV-956382-4724
103,3498,161,2025-07-30,2687,80.0,214960.0,0.0,214960.0,,Bank Transfer,Wholesale Distributor,INV-301601-3523
181,3314,157,2025-07-29,493,30.0,14790.0,0.0,14790.0,,UPI,E-commerce,INV-437179-4944
183,3031,158,2025-07-11,1302,30.0,39060.0,0.0,39060.0,,UPI,E-commerce,INV-081896-1457
218,3077,126,2025-07-24,143,650.0,92950.0,0.0,92950.0,,Cash,E-commerce,INV-452527-5919
299,3041,153,2025-07-20,120,25.0,3000.0,0.0,3000.0,,Bank Transfer,General Trade,INV-726777-8810
301,3407,153,2025-07-11,259,25.0,6475.0,0.0,6475.0,,UPI,General Trade,INV-616633-7886
314,3168,143,2025-07-24,1717,120.0,206040.0,0.0,206040.0,,Credit,Wholesale Distributor,INV-258685-4702
321,3433,161,2025-07-07,1517,80.0,121360.0,0.0,121360.0,,Cheque,Modern Trade,INV-932541-3477
360,3259,141,2025-07-21,1112,95.0,105640.0,0.0,105640.0,,Cash,E-commerce,INV-193428-1009
399,3449,144,2025-07-19,17,125.0,2125.0,0.0,2125.0,,Cash,General Trade,INV-261802-2570
401,3030,152,2025-07-13,455,255.0,116025.0,0.0,116025.0,,Cheque,Wholesale Distributor,INV-233958-3873
408,3214,157,2025-07-27,1639,30.0,49170.0,0.0,49170.0,,Cheque,Modern Trade,INV-984740-8555
413,3281,148,2025-07-27,1596,190.0,303240.0,0.0,303240.0,,Cheque,Modern Trade,INV-628385-0868
449,3397,160,2025-07-22,757,45.0,34065.0,0.0,34065.0,,UPI,E-commerce,INV-137209-6427
467,3300,110,2025-07-13,1156,280.0,323680.0,0.0,323680.0,,Credit,Wholesale Distributor,INV-628913-1791
483,3177,156,2025-07-07,10,220.0,2200.0,0.0,2200.0,,UPI,General Trade,INV-448267-1566
536,3408,128,2025-07-04,989,398.0,393622.0,0.0,393622.0,,Cash,Modern Trade,INV-549321-9481
542,3176,121,2025-07-30,152,160.0,24320.0,0.0,24320.0,,Bank Transfer,General Trade,INV-730429-7693
561,3267,137,2025-07-23,404,95.0,38380.0,0.0,38380.0,,Cheque,Modern Trade,INV-816034-8060
567,3476,143,2025-07-04,194,120.0,23280.0,0.0,23280.0,,Credit,General Trade,INV-670741-7788
