sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
56,3116,151,2025-05-04,55,199.0,10945.0,0.0,10945.0,,UPI,General Trade,INV-391971-7669
82,3473,143,2025-05-06,1649,120.0,197880.0,0.0,197880.0,,Cheque,Modern Trade,INV-927588-6044
119,3334,134,2025-05-02,33,290.0,9570.0,0.0,9570.0,,Cheque,General Trade,INV-603724-9906
200,3025,105,2025-05-15,1921,35.0,67235.0,0.0,67235.0,,Bank Transfer,E-commerce,INV-193734-3708
206,3398,101,2025-05-06,802,5.0,4010.0,0.0,4010.0,,Cash,Modern Trade,INV-133797-0589
207,3057,142,2025-05-26,468,95.0,44460.0,0.0,44460.0,,Cheque,Modern Trade,INV-598029-0246
216,3055,157,2025-05-09,685,30.0,20550.0,0.0,20550.0,,Cheque,Wholesale Distributor,INV-751854-9835
248,3154,151,2025-05-06,902,199.0,179498.0,0.0,179498.0,,Cash,Modern Trade,INV-705992-5379
262,3226,136,2025-05-24,259,40.0,10360.0,0.0,10360.0,,UPI,Modern Trade,INV-033079-6733
268,3404,105,2025-05-27,105,35.0,3675.0,0.0,3675.0,,UPI,General Trade,INV-986985-4079
308,3489,126,2025-05-13,1450,650.0,942500.0,0.0,942500.0,,Cash,Modern Trade,INV-776214-6712
350,3400,129,2025-05-08,1324,50.0,66200.0,0.0,66200.0,,Credit,Wholesale Distributor,INV-051136-3352
353,3106,107,2025-05-22,1954,120.0,234480.0,0.0,234480.0,,Bank Transfer,E-commerce,INV-317943-8154
371,3368,108,2025-05-23,2898,160.0,463680.0,0.0,463680.0,,UPI,Wholesale Distributor,INV-193535-2649
383,3172,158,2025-05-09,476,30.0,14280.0,0.0,14280.0,,Cash,Wholesale Distributor,INV-535072-7479
393,3133,114,2025-05-04,544,10.0,5440.0,0.0,5440.0,,Cheque,Modern Trade,INV-578318-5180
400,3323,135,2025-05-06,1016,250.0,254000.0,0.0,254000.0,,Cheque,E-commerce,INV-952033-9161
406,3120,147,2025-05-11,1430,280.0,400400.0,0.0,400400.0,,Cheque,Modern Trade,INV-862765-3119
423,3473,143,2025-05-11,1061,120.0,127320.0,0.0,127320.0,,Bank Transfer,Modern Trade,INV-770191-6744
429,3208,131,2025-05-07,2232,170.0,379440.0,0.0,379440.0,,Credit,Wholesale Distributor,INV-916765-1785
431,3167,140,2025-05-08,236,95.0,22420.0,0.0,22420.0,,Bank Transfer,Modern Trade,INV-371565-6387
433,3340,113,2025-05-06,1732,210.0,363720.0,0.0,363720.0,,Cheque,Modern Trade,INV-226721-3538
439,3227,127,2025-05-05,1842,380.0,699960.0,0.0,699960.0,,Cheque,Modern Trade,INV-318779-1108
457,3411,157,2025-05-27,431,30.0,12930.0,0.0,12930.0,,Bank Transfer,General Trade,INV-660999-9433
