feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
15,3209,110.0,115,2024-07-06,Sales Service,Whatsapp,Positive,Aperiam quidem quis exercitationem excepturi omnis sint ut ex vitae blanditiis at provident.,Resolved,Laborum vero animi eos quod distinctio excepturi illo architecto dolor facere.
23,3095,104.0,272,2024-07-17,Quality Issue,Sales Rep,Negative,Non tenetur ipsa repellendus ut odit et soluta optio aut hic deleniti.,Closed,Fuga vero dolorem et eius excepturi incidunt.
82,3044,104.0,1006,2024-07-29,Quality Issue,Phone,Positive,Repudiandae molestias magni dolore cum repellendus ullam odio totam.,Open,
100,3401,157.0,1170,2024-07-20,Quality Issue,Phone,Positive,Excepturi fugit at quae accusantium odio maxime debitis nulla.,In Progress,
123,3210,,1535,2024-07-08,Query,Email,Positive,Quasi reprehenderit velit expedita consectetur molestiae eos recusandae eaque nulla.,Resolved,Quaerat consectetur aut maiores laboriosam provident totam ipsam est accusantium architecto.
206,3108,104.0,2630,2024-07-23,Product Suggestion,Phone,Neutral,Aliquam eos reiciendis delectus architecto velit vitae possimus dolore numquam.,Closed,Iste blanditiis assumenda facere ab similique.
220,3189,115.0,2834,2024-07-20,Product Suggestion,Email,Negative,Dolorum cum odio cum fugiat magni sit aliquid praesentium repudiandae neque officia debitis.,Resolved,Cum enim voluptate cupiditate veritatis quasi harum dignissimos itaque.
265,3493,,3697,2024-07-29,Complaint,Sales Rep,Neutral,Inventore dicta ducimus modi similique voluptate debitis natus reprehenderit ab deserunt dolore ullam doloremque molestias velit.,Closed,Adipisci dolorem ab harum occaecati voluptatem illo nam harum deserunt.
294,3052,113.0,4124,2024-07-20,Order Accuracy,Email,Positive,Laboriosam deserunt fuga fugit accusamus alias quaerat autem quibusdam rem hic dolore explicabo inventore.,Escalated,
312,3291,124.0,4313,2024-07-30,Delivery Issue,Whatsapp,Negative,Asperiores maiores sunt animi quasi officia dolores reprehenderit eius quibusdam occaecati odit esse excepturi ipsa quod deserunt et natus.,Open,
349,3401,151.0,4802,2024-07-23,Sales Service,Sales Rep,Positive,Et rem blanditiis voluptas illo voluptatem eum cum porro vel voluptatibus aspernatur repellendus eligendi porro illum quibusdam dolorem sint.,Escalated,
350,3091,110.0,4813,2024-07-25,Complaint,Sales Rep,Negative,Iste porro cumque veniam voluptate veniam exercitationem sequi maxime numquam officia et debitis consequatur ullam ipsam nesciunt corrupti adipisci ullam.,Open,
363,3258,103.0,4966,2024-07-22,Quality Issue,Distributor Portal,Negative,Facere libero enim culpa nam impedit exercitationem tempore non numquam dolores fuga sunt porro.,Open,
377,3205,118.0,5174,2024-07-08,Order Accuracy,Phone,Negative,Maiores esse fuga delectus cumque repellat deleniti perspiciatis accusantium ipsum ut sunt magnam autem molestias hic velit quibusdam excepturi voluptas accusantium.,Resolved,Pariatur amet voluptatibus officiis blanditiis dolorem voluptate non unde officia eligendi rem.
391,3322,126.0,5336,2024-07-30,Product Suggestion,Whatsapp,Neutral,Optio quidem quibusdam minima odio voluptate fuga dolorum dolor iste numquam voluptatibus sapiente.,Closed,Eaque accusamus quaerat repellat accusantium modi culpa quos voluptatem repellat maiores.
406,3229,124.0,5551,2024-07-12,Delivery Issue,Email,Neutral,Nesciunt libero temporibus laboriosam vitae quas consequuntur harum inventore odio voluptatibus ratione adipisci fugiat dolorem quam modi nisi aperiam.,Open,
427,3292,110.0,5943,2024-07-10,Product Suggestion,Email,Positive,Recusandae voluptate eum maxime fugiat voluptatibus asperiores suscipit voluptates.,In Progress,
444,3095,156.0,6141,2024-07-04,Delivery Issue,Phone,Negative,Architecto reiciendis quaerat quo occaecati maiores ducimus fugit vitae consectetur porro repellat eaque id ducimus rem nostrum.,Closed,A dolorem aut hic mollitia minima odit ab aliquid.
519,3038,147.0,7075,2024-07-07,Quality Issue,Sales Rep,Negative,Quae sint nam minus in deleniti aliquid saepe tempora numquam natus ducimus corporis dolor debitis.,Closed,Enim autem sunt enim praesentium repellendus at laborum officiis quod deserunt.
526,3007,145.0,7162,2024-07-25,Query,Sales Rep,Neutral,Modi itaque accusantium excepturi repellendus reiciendis odit ratione dolore architecto natus numquam vero neque voluptatem inventore consequuntur.,Open,
537,3333,103.0,7295,2024-07-22,Sales Service,Phone,Negative,Eum velit similique illum cupiditate minima autem qui expedita aut accusamus quis perferendis laboriosam odio aut.,In Progress,
546,3072,121.0,7400,2024-07-14,Query,Phone,Neutral,Beatae quam nobis velit corporis excepturi sequi neque eum.,Closed,Dolorem architecto tenetur libero reprehenderit facere odio officia perferendis exercitationem harum.
553,3018,128.0,7645,2024-07-02,Query,Email,Neutral,Saepe incidunt consequuntur deleniti ipsa quia et quae dolor inventore quia deserunt soluta ex incidunt quisquam quibusdam enim officia.,Open,
567,3414,115.0,7898,2024-07-27,Complaint,Whatsapp,Positive,Temporibus est enim ratione nostrum alias quasi unde totam.,Escalated,
576,3426,122.0,7997,2024-07-17,Product Suggestion,Whatsapp,Negative,Unde inventore unde non tempore facilis sapiente ex ipsa eum explicabo.,Closed,Error quidem asperiores quis voluptatum qui.
582,3432,122.0,8026,2024-07-10,Order Accuracy,Phone,Neutral,Delectus sunt minus cumque omnis maiores ratione similique voluptatum non tenetur laborum.,Resolved,Architecto non veritatis iusto veniam rerum ipsum atque laboriosam odio similique temporibus.
590,3112,103.0,8079,2024-07-07,Quality Issue,Sales Rep,Negative,Amet provident deserunt distinctio incidunt ullam nihil saepe odio.,Open,
599,3261,109.0,8161,2024-07-11,Sales Service,Sales Rep,Positive,Nam amet corporis nostrum doloremque optio esse minus odio a molestiae beatae quam repellat.,Resolved,Officiis ad accusamus amet nesciunt neque quam est beatae.
650,3363,104.0,8815,2024-07-06,Order Accuracy,Email,Negative,Tempore illum quisquam doloremque et odit est esse quod dolorum maxime laborum voluptatem nemo sunt.,In Progress,
653,3298,131.0,8859,2024-07-20,Quality Issue,Phone,Positive,Labore consectetur perferendis quibusdam dolores magnam inventore laudantium deserunt tempore eum sint delectus.,Closed,Aliquam hic debitis atque alias minima.
727,3100,153.0,9783,2024-07-09,Complaint,Phone,Neutral,Dolorem ratione voluptas aperiam saepe unde tempore eius rerum alias eum explicabo et.,Resolved,Repudiandae veritatis dolorem sint cum dolores.
733,3415,107.0,9844,2024-07-04,Complaint,Sales Rep,Neutral,Libero facere dolorum distinctio quaerat reiciendis consequuntur velit dicta nihil nesciunt aliquid aliquid.,Closed,Dicta excepturi totam repellendus enim odit minima.
804,3438,,10759,2024-07-05,Delivery Issue,Phone,Negative,Consectetur magni sit nesciunt dolore facilis sint harum velit.,Closed,Odio adipisci aliquid officia debitis officiis commodi vero.
