sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
3,3441,159,2023-11-28,1200,35.0,42000.0,0.0,42000.0,,Credit,Modern Trade,INV-833062-6146
26,3178,145,2023-11-25,120,250.0,30000.0,0.0,30000.0,,Bank Transfer,General Trade,INV-092750-2907
32,3071,154,2023-11-27,483,100.0,48300.0,0.0,48300.0,,Cash,E-commerce,INV-573149-6530
57,3113,121,2023-11-06,509,160.0,81440.0,0.0,81440.0,,Bank Transfer,E-commerce,INV-218074-2438
89,3208,106,2023-11-19,1875,55.0,103125.0,0.0,103125.0,,UPI,Wholesale Distributor,INV-155927-5949
127,3339,142,2023-11-30,175,95.0,16625.0,0.0,16625.0,,Credit,E-commerce,INV-404582-1749
128,3312,155,2023-11-13,301,20.0,6020.0,0.0,6020.0,,UPI,E-commerce,INV-588125-8258
133,3036,119,2023-11-24,174,180.0,31320.0,0.0,31320.0,,Cheque,General Trade,INV-840522-3771
170,3439,103,2023-11-05,1442,9.28,17304.0,3919.36,13384.64,519.0,Cheque,Wholesale Distributor,INV-336182-4934
179,3288,110,2023-11-13,70,280.0,19600.0,0.0,19600.0,,Cheque,General Trade,INV-593103-9011
182,3382,144,2023-11-02,100,125.0,12500.0,0.0,12500.0,,Cheque,General Trade,INV-640796-5664
195,3461,127,2023-11-20,36,380.0,13680.0,0.0,13680.0,,Cash,General Trade,INV-784275-6683
271,3333,145,2023-11-13,153,250.0,38250.0,0.0,38250.0,,Cheque,General Trade,INV-676313-4907
397,3455,121,2023-11-30,137,160.0,21920.0,0.0,21920.0,,Bank Transfer,General Trade,INV-478905-6936
411,3267,118,2023-11-02,1655,195.0,322725.0,0.0,322725.0,,Bank Transfer,Modern Trade,INV-823080-2269
430,3459,122,2023-11-20,113,205.0,23165.0,0.0,23165.0,,Cheque,General Trade,INV-001334-6633
485,3249,105,2023-11-01,100,35.0,3500.0,0.0,3500.0,,Bank Transfer,E-commerce,INV-916411-0631
538,3146,119,2023-11-15,1649,180.0,296820.0,0.0,296820.0,,Credit,Modern Trade,INV-491265-1399
572,3321,162,2023-11-11,41,300.0,12300.0,0.0,12300.0,,Bank Transfer,General Trade,INV-173623-2895
576,3253,136,2023-11-01,165,40.0,6600.0,0.0,6600.0,,Cash,General Trade,INV-123255-1625
618,3294,109,2023-11-14,99,190.0,18810.0,0.0,18810.0,,Cheque,General Trade,INV-090516-0033
629,3024,111,2023-11-16,156,450.0,70200.0,0.0,70200.0,,Bank Transfer,General Trade,INV-673662-1682
649,3148,148,2023-11-20,1922,190.0,365180.0,0.0,365180.0,,Bank Transfer,Modern Trade,INV-228381-9306
697,3182,132,2023-11-23,1676,90.0,150840.0,0.0,150840.0,,Cash,Modern Trade,INV-582979-9579
797,3131,120,2023-11-21,2515,20.0,50300.0,0.0,50300.0,,Cheque,Wholesale Distributor,INV-153696-9621
