sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
41,3254,103,2024-06-23,1736,12.0,20832.0,0.0,20832.0,,Credit,Modern Trade,INV-968644-4843
83,3227,130,2024-06-24,1212,90.0,109080.0,0.0,109080.0,,Bank Transfer,Modern Trade,INV-013837-4619
92,3220,156,2024-06-07,838,220.0,184360.0,0.0,184360.0,,UPI,Modern Trade,INV-794633-8305
185,3259,160,2024-06-11,943,45.0,42435.0,0.0,42435.0,,Cheque,E-commerce,INV-327354-4194
272,3095,104,2024-06-10,935,18.0,16830.0,0.0,16830.0,,UPI,Modern Trade,INV-627247-7610
277,3133,137,2024-06-10,34,95.0,3230.0,0.0,3230.0,,Cash,Modern Trade,INV-189250-0320
287,3404,151,2024-06-13,112,199.0,22288.0,0.0,22288.0,,Cheque,General Trade,INV-561961-1765
323,3301,156,2024-06-20,1237,220.0,272140.0,0.0,272140.0,,UPI,Wholesale Distributor,INV-384533-9863
347,3188,146,2024-06-03,511,260.0,132860.0,0.0,132860.0,,Cash,Wholesale Distributor,INV-190144-5175
361,3212,121,2024-06-17,106,160.0,16960.0,0.0,16960.0,,Credit,General Trade,INV-726763-2367
375,3202,159,2024-06-07,162,35.0,5670.0,0.0,5670.0,,UPI,General Trade,INV-069420-5249
378,3097,125,2024-06-12,930,350.0,325500.0,0.0,325500.0,,Credit,Modern Trade,INV-035360-9449
389,3144,118,2024-06-11,85,195.0,16575.0,0.0,16575.0,,Credit,General Trade,INV-053596-1503
410,3275,155,2024-06-08,391,20.0,7820.0,0.0,7820.0,,Cash,Modern Trade,INV-204824-2027
412,3168,150,2024-06-15,2270,150.0,340500.0,0.0,340500.0,,Cheque,Wholesale Distributor,INV-163394-2669
499,3282,108,2024-06-19,189,160.0,30240.0,0.0,30240.0,,Bank Transfer,General Trade,INV-499686-1714
599,3164,103,2024-06-10,1315,12.0,15780.0,0.0,15780.0,,Bank Transfer,Modern Trade,INV-409383-4416
640,3266,110,2024-06-07,1654,280.0,463120.0,0.0,463120.0,,Credit,Wholesale Distributor,INV-679703-4786
646,3485,139,2024-06-13,1855,40.0,74200.0,0.0,74200.0,,Cash,Modern Trade,INV-716958-6992
660,3432,153,2024-06-10,80,25.0,2000.0,0.0,2000.0,,Cheque,Modern Trade,INV-227801-5183
665,3488,121,2024-06-28,222,160.0,35520.0,0.0,35520.0,,Cash,E-commerce,INV-183283-7011
684,3033,147,2024-06-03,567,280.0,158760.0,0.0,158760.0,,Cheque,Modern Trade,INV-489181-5083
686,3353,114,2024-06-06,1544,10.0,15440.0,0.0,15440.0,,Credit,Modern Trade,INV-033825-1194
719,3289,149,2024-06-13,1928,150.0,289200.0,0.0,289200.0,,UPI,E-commerce,INV-991689-7031
818,3322,162,2024-06-03,1817,300.0,545100.0,0.0,545100.0,,Credit,E-commerce,INV-768079-9865
836,3304,110,2024-06-20,1654,280.0,463120.0,0.0,463120.0,,Bank Transfer,Modern Trade,INV-482773-4474
847,3066,147,2024-06-15,552,280.0,154560.0,0.0,154560.0,,Credit,Modern Trade,INV-946893-7401
857,3353,141,2024-06-06,1947,95.0,184965.0,0.0,184965.0,,Cash,Modern Trade,INV-812999-9232
