sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
114,3076,154,2024-10-01,1401,100.0,140100.0,0.0,140100.0,,Cash,Modern Trade,INV-344595-4380
175,3113,113,2024-10-13,1009,210.0,211890.0,0.0,211890.0,,UPI,E-commerce,INV-472866-3684
209,3110,120,2024-10-02,980,20.0,19600.0,0.0,19600.0,,Bank Transfer,Modern Trade,INV-962165-7076
225,3386,144,2024-10-21,1302,125.0,162750.0,0.0,162750.0,,Bank Transfer,Modern Trade,INV-079104-5612
251,3050,122,2024-10-06,1609,205.0,329845.0,0.0,329845.0,,Cheque,Modern Trade,INV-436376-6529
290,3463,152,2024-10-16,1198,255.0,305490.0,0.0,305490.0,,UPI,Modern Trade,INV-639953-4988
300,3130,127,2024-10-12,39,380.0,14820.0,0.0,14820.0,,Cheque,Modern Trade,INV-515538-3663
309,3091,155,2024-10-26,141,20.0,2820.0,0.0,2820.0,,Credit,General Trade,INV-799977-8716
348,3435,149,2024-10-30,1378,150.0,206700.0,0.0,206700.0,,Bank Transfer,Modern Trade,INV-866216-1546
358,3301,149,2024-10-21,884,150.0,132600.0,0.0,132600.0,,Cheque,Wholesale Distributor,INV-819717-8129
417,3413,126,2024-10-06,58,650.0,37700.0,0.0,37700.0,,Cheque,General Trade,INV-263067-9769
469,3079,123,2024-10-21,2792,60.0,167520.0,0.0,167520.0,,Credit,Wholesale Distributor,INV-540511-3040
509,3060,154,2024-10-21,1455,100.0,145500.0,0.0,145500.0,,Cash,Modern Trade,INV-970340-6320
584,3203,112,2024-10-07,380,205.0,77900.0,0.0,77900.0,,Cheque,Modern Trade,INV-143960-2295
598,3067,107,2024-10-25,811,120.0,97320.0,0.0,97320.0,,UPI,Modern Trade,INV-726085-9184
615,3302,154,2024-10-28,33,100.0,3300.0,0.0,3300.0,,Cash,Modern Trade,INV-465500-7749
621,3196,146,2024-10-11,369,260.0,95940.0,0.0,95940.0,,Cheque,E-commerce,INV-388251-1178
628,3373,120,2024-10-10,2804,20.0,56080.0,0.0,56080.0,,Credit,Wholesale Distributor,INV-655133-7336
631,3150,132,2024-10-13,59,90.0,5310.0,0.0,5310.0,,Bank Transfer,Modern Trade,INV-052714-3971
638,3358,150,2024-10-03,389,150.0,58350.0,0.0,58350.0,,UPI,Wholesale Distributor,INV-640295-9023
654,3372,120,2024-10-21,389,20.0,7780.0,0.0,7780.0,,Credit,General Trade,INV-024810-3317
668,3418,110,2024-10-08,771,280.0,215880.0,0.0,215880.0,,Credit,Modern Trade,INV-262276-4581
685,3495,112,2024-10-22,117,205.0,23985.0,0.0,23985.0,,UPI,General Trade,INV-925171-9800
693,3211,143,2024-10-29,120,120.0,14400.0,0.0,14400.0,,Cash,General Trade,INV-391423-2412
707,3176,132,2024-10-17,164,90.0,14760.0,0.0,14760.0,,Bank Transfer,General Trade,INV-222562-1592
761,3143,115,2024-10-22,374,20.0,7480.0,0.0,7480.0,,Cheque,Modern Trade,INV-287894-8862
