sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
11,3221,123,2023-08-10,1677,60.0,100620.0,0.0,100620.0,,Cash,Modern Trade,INV-242317-3623
14,3066,134,2023-08-28,1145,290.0,332050.0,0.0,332050.0,,Credit,Modern Trade,INV-529424-9938
74,3069,156,2023-08-24,1103,220.0,242660.0,0.0,242660.0,,Credit,E-commerce,INV-053807-1587
79,3495,155,2023-08-30,175,20.0,3500.0,0.0,3500.0,,Credit,General Trade,INV-697994-9997
87,3036,108,2023-08-15,72,160.0,11520.0,0.0,11520.0,,UPI,General Trade,INV-291780-2577
112,3234,155,2023-08-22,442,20.0,8840.0,0.0,8840.0,,Cheque,Modern Trade,INV-199615-7805
139,3333,134,2023-08-01,160,290.0,46400.0,0.0,46400.0,,UPI,General Trade,INV-160114-2671
151,3299,149,2023-08-21,2314,150.0,347100.0,0.0,347100.0,,Bank Transfer,Wholesale Distributor,INV-939227-0550
159,3374,146,2023-08-24,119,260.0,30940.0,0.0,30940.0,,Bank Transfer,General Trade,INV-759310-7321
177,3404,156,2023-08-29,118,220.0,25960.0,0.0,25960.0,,Cash,General Trade,INV-761297-4961
229,3086,156,2023-08-31,43,220.0,9460.0,0.0,9460.0,,Bank Transfer,General Trade,INV-558974-1175
259,3125,132,2023-08-14,1536,90.0,138240.0,0.0,138240.0,,Credit,Modern Trade,INV-259668-6567
269,3102,156,2023-08-25,1679,220.0,369380.0,0.0,369380.0,,Cheque,Modern Trade,INV-193699-8687
292,3008,138,2023-08-24,482,120.0,57840.0,0.0,57840.0,,Bank Transfer,Modern Trade,INV-185464-6661
294,3215,108,2023-08-28,1791,160.0,286560.0,0.0,286560.0,,Bank Transfer,Modern Trade,INV-184447-4189
315,3183,110,2023-08-19,779,280.0,218120.0,0.0,218120.0,,Bank Transfer,Modern Trade,INV-583309-4148
385,3108,102,2023-08-04,1042,8.0,8336.0,0.0,8336.0,,Credit,Wholesale Distributor,INV-764678-2086
386,3423,141,2023-08-07,51,95.0,4845.0,0.0,4845.0,,Cash,Modern Trade,INV-620070-3587
428,3287,108,2023-08-04,384,160.0,61440.0,0.0,61440.0,,Bank Transfer,Modern Trade,INV-385170-2875
471,3481,118,2023-08-31,1252,195.0,244140.0,0.0,244140.0,,Cash,Modern Trade,INV-439436-6595
488,3198,148,2023-08-04,1249,190.0,237310.0,0.0,237310.0,,Cash,Modern Trade,INV-148908-7209
515,3326,130,2023-08-28,921,90.0,82890.0,0.0,82890.0,,Cheque,Modern Trade,INV-495638-2137
528,3301,150,2023-08-22,2407,150.0,361050.0,0.0,361050.0,,Cheque,Wholesale Distributor,INV-042467-9389
531,3331,111,2023-08-14,1527,450.0,687150.0,0.0,687150.0,,Cash,Modern Trade,INV-877535-5636
545,3127,134,2023-08-25,2119,290.0,614510.0,0.0,614510.0,,Credit,Wholesale Distributor,INV-650613-7059
607,3010,159,2023-08-27,1604,35.0,56140.0,0.0,56140.0,,Bank Transfer,Modern Trade,INV-955715-8827
616,3389,148,2023-08-24,285,190.0,54150.0,0.0,54150.0,,UPI,Modern Trade,INV-486370-7285
626,3036,159,2023-08-22,175,35.0,6125.0,0.0,6125.0,,Cheque,General Trade,INV-553379-7355
644,3045,110,2023-08-24,48,280.0,13440.0,0.0,13440.0,,Credit,Modern Trade,INV-536292-8393
662,3484,129,2023-08-26,1127,50.0,56350.0,0.0,56350.0,,Cash,Modern Trade,INV-893140-0125
714,3146,110,2023-08-27,903,280.0,252840.0,0.0,252840.0,,UPI,Modern Trade,INV-072608-6209
715,3246,128,2023-08-25,124,398.0,49352.0,0.0,49352.0,,Cheque,General Trade,INV-081758-3809
729,3228,131,2023-08-08,390,170.0,66300.0,0.0,66300.0,,UPI,Modern Trade,INV-946178-3719
773,3478,132,2023-08-24,278,90.0,25020.0,0.0,25020.0,,Credit,E-commerce,INV-507154-5522
777,3359,105,2023-08-30,37,35.0,1295.0,0.0,1295.0,,Cheque,General Trade,INV-463916-5175
798,3214,114,2023-08-29,1501,10.0,15010.0,0.0,15010.0,,Cash,Modern Trade,INV-467028-5750
816,3163,160,2023-08-19,1773,45.0,79785.0,0.0,79785.0,,Bank Transfer,Modern Trade,INV-193222-8068
829,3294,149,2023-08-26,33,150.0,4950.0,0.0,4950.0,,Cash,General Trade,INV-645602-7785
840,3033,115,2023-08-17,258,20.0,5160.0,0.0,5160.0,,UPI,Modern Trade,INV-727398-9422
883,3031,107,2023-08-18,361,120.0,43320.0,0.0,43320.0,,Credit,E-commerce,INV-266595-2874
907,3269,148,2023-08-22,1830,190.0,347700.0,0.0,347700.0,,Cash,E-commerce,INV-520213-2895
935,3349,112,2023-08-09,454,205.0,93070.0,0.0,93070.0,,Credit,Modern Trade,INV-157479-7777
936,3083,150,2023-08-01,148,150.0,22200.0,0.0,22200.0,,Cheque,General Trade,INV-471387-7567
954,3000,105,2023-08-21,2938,35.0,102830.0,0.0,102830.0,,Credit,Wholesale Distributor,INV-690208-8273
1004,3252,145,2023-08-13,2599,250.0,649750.0,0.0,649750.0,,UPI,Wholesale Distributor,INV-842309-0206
1033,3033,107,2023-08-20,409,120.0,49080.0,0.0,49080.0,,Cash,Modern Trade,INV-425826-5778
1042,3317,108,2023-08-13,1825,160.0,292000.0,0.0,292000.0,,Cash,E-commerce,INV-123463-8205
1045,3162,113,2023-08-22,255,210.0,53550.0,0.0,53550.0,,Cash,Modern Trade,INV-251544-5892
1052,3193,102,2023-08-18,1334,8.0,10672.0,0.0,10672.0,,Cheque,Modern Trade,INV-907953-2757
1148,3209,152,2023-08-23,964,255.0,245820.0,0.0,245820.0,,Bank Transfer,E-commerce,INV-819921-8538
1180,3327,114,2023-08-20,366,10.0,3660.0,0.0,3660.0,,Cheque,General Trade,INV-234410-7482
1185,3178,134,2023-08-18,132,290.0,38280.0,0.0,38280.0,,Cash,General Trade,INV-767491-8686
1202,3207,153,2023-08-28,803,25.0,20075.0,0.0,20075.0,,UPI,Wholesale Distributor,INV-808643-8414
1209,3180,142,2023-08-01,1072,95.0,101840.0,0.0,101840.0,,Cheque,Wholesale Distributor,INV-592115-4401
1236,3039,161,2023-08-28,197,80.0,15760.0,0.0,15760.0,,Bank Transfer,General Trade,INV-705683-5158
1240,3284,156,2023-08-20,1079,220.0,237380.0,0.0,237380.0,,UPI,Modern Trade,INV-908020-4057
1334,3495,134,2023-08-27,106,290.0,30740.0,0.0,30740.0,,Bank Transfer,General Trade,INV-457396-6289
1374,3298,127,2023-08-04,627,380.0,238260.0,0.0,238260.0,,Credit,Modern Trade,INV-617804-9437
1416,3137,151,2023-08-16,1394,199.0,277406.0,0.0,277406.0,,UPI,Modern Trade,INV-707177-5123
1452,3467,149,2023-08-01,1299,150.0,194850.0,0.0,194850.0,,Cash,E-commerce,INV-775098-4471
1490,3012,133,2023-08-21,73,180.0,13140.0,0.0,13140.0,,Bank Transfer,General Trade,INV-044447-4662
1496,3310,153,2023-08-01,1498,25.0,37450.0,0.0,37450.0,,Bank Transfer,Modern Trade,INV-542916-6712
1522,3418,128,2023-08-24,954,398.0,379692.0,0.0,379692.0,,Bank Transfer,Modern Trade,INV-600507-6022
1599,3102,116,2023-08-23,1910,75.0,143250.0,0.0,143250.0,,Bank Transfer,Modern Trade,INV-671616-7715
1631,3254,147,2023-08-21,1405,234.92,393400.0,63337.4,330062.6,505.0,Credit,Modern Trade,INV-610073-6142
1694,3266,105,2023-08-17,2147,35.0,75145.0,0.0,75145.0,,Bank Transfer,Wholesale Distributor,INV-181293-8519
1703,3337,132,2023-08-11,1897,90.0,170730.0,0.0,170730.0,,Cheque,Modern Trade,INV-794617-3022
1707,3018,115,2023-08-31,1671,20.0,33420.0,0.0,33420.0,,Credit,Modern Trade,INV-862239-8778
1714,3091,140,2023-08-21,109,95.0,10355.0,0.0,10355.0,,Credit,General Trade,INV-458257-7863
1716,3418,108,2023-08-15,1864,160.0,298240.0,0.0,298240.0,,Cash,Modern Trade,INV-751714-6443
1737,3075,129,2023-08-02,1173,50.0,58650.0,0.0,58650.0,,UPI,Modern Trade,INV-013505-8513
1763,3267,112,2023-08-26,755,205.0,154775.0,0.0,154775.0,,UPI,Modern Trade,INV-061211-5797
1776,3297,159,2023-08-31,763,35.0,26705.0,0.0,26705.0,,Credit,Modern Trade,INV-648587-4071
1783,3063,145,2023-08-17,103,250.0,25750.0,0.0,25750.0,,Credit,General Trade,INV-969283-6457
1796,3307,148,2023-08-29,1062,190.0,201780.0,0.0,201780.0,,Cash,Wholesale Distributor,INV-202993-5698
1807,3266,157,2023-08-22,452,30.0,13560.0,0.0,13560.0,,Credit,Wholesale Distributor,INV-115063-1369
1821,3019,159,2023-08-30,1178,35.0,41230.0,0.0,41230.0,,Cash,Wholesale Distributor,INV-712869-9224
1842,3057,110,2023-08-01,743,280.0,208040.0,0.0,208040.0,,UPI,Modern Trade,INV-897109-9799
1845,3236,124,2023-08-13,161,180.0,28980.0,0.0,28980.0,,Bank Transfer,Modern Trade,INV-857182-0479
1868,3126,132,2023-08-25,1305,90.0,117450.0,0.0,117450.0,,Cash,E-commerce,INV-398376-0515
1903,3344,146,2023-08-27,55,260.0,14300.0,0.0,14300.0,,Credit,General Trade,INV-042051-2754
1913,3261,151,2023-08-18,499,199.0,99301.0,0.0,99301.0,,Bank Transfer,Modern Trade,INV-339051-6988
1964,3004,159,2023-08-04,1445,35.0,50575.0,0.0,50575.0,,UPI,Modern Trade,INV-866609-4098
1974,3414,109,2023-08-05,1273,190.0,241870.0,0.0,241870.0,,Cheque,Modern Trade,INV-005357-3767
1988,3024,109,2023-08-10,50,190.0,9500.0,0.0,9500.0,,Credit,General Trade,INV-959359-8853
1999,3028,127,2023-08-29,193,380.0,73340.0,0.0,73340.0,,Cash,General Trade,INV-505481-7691
2000,3412,150,2023-08-16,1091,150.0,163650.0,0.0,163650.0,,Credit,Modern Trade,INV-301529-0408
2005,3291,142,2023-08-19,1505,95.0,142975.0,0.0,142975.0,,Cheque,Modern Trade,INV-134917-8476
2007,3495,150,2023-08-24,170,150.0,25500.0,0.0,25500.0,,UPI,General Trade,INV-409015-7219
2009,3487,122,2023-08-13,233,205.0,47765.0,0.0,47765.0,,Cheque,Modern Trade,INV-595010-5002
2023,3139,134,2023-08-27,100,290.0,29000.0,0.0,29000.0,,Credit,Modern Trade,INV-587891-8995
2026,3459,114,2023-08-23,401,10.0,4010.0,0.0,4010.0,,Credit,General Trade,INV-975886-1398
2065,3224,155,2023-08-30,596,20.0,11920.0,0.0,11920.0,,UPI,Wholesale Distributor,INV-865054-7580
2067,3302,130,2023-08-13,1687,90.0,151830.0,0.0,151830.0,,Credit,Modern Trade,INV-995215-3078
2089,3318,106,2023-08-12,2157,55.0,118635.0,0.0,118635.0,,Credit,Wholesale Distributor,INV-275019-2120
2182,3334,128,2023-08-06,18,398.0,7164.0,0.0,7164.0,,Credit,General Trade,INV-680567-3464
2190,3025,115,2023-08-06,568,20.0,11360.0,0.0,11360.0,,Cash,E-commerce,INV-260558-2136
2205,3246,154,2023-08-18,158,100.0,15800.0,0.0,15800.0,,Cheque,General Trade,INV-324546-0015
2211,3127,128,2023-08-11,1858,398.0,739484.0,0.0,739484.0,,Credit,Wholesale Distributor,INV-592773-7541
2222,3206,108,2023-08-19,70,160.0,11200.0,0.0,11200.0,,Credit,General Trade,INV-265112-5319
2224,3205,111,2023-08-16,46,450.0,20700.0,0.0,20700.0,,UPI,General Trade,INV-319451-8922
2281,3374,134,2023-08-19,78,290.0,22620.0,0.0,22620.0,,Cash,General Trade,INV-064663-6125
2283,3087,129,2023-08-08,20,50.0,1000.0,0.0,1000.0,,Cash,General Trade,INV-416185-2373
2342,3366,145,2023-08-19,1731,250.0,432750.0,0.0,432750.0,,Bank Transfer,E-commerce,INV-722343-8816
2345,3116,121,2023-08-20,78,160.0,12480.0,0.0,12480.0,,Cheque,General Trade,INV-927531-0665
2350,3290,158,2023-08-26,320,30.0,9600.0,0.0,9600.0,,Cheque,E-commerce,INV-303194-6018
2389,3367,101,2023-08-02,331,5.0,1655.0,0.0,1655.0,,Cheque,E-commerce,INV-709842-7921
2393,3331,109,2023-08-09,721,190.0,136990.0,0.0,136990.0,,Credit,Modern Trade,INV-725889-9481
2401,3426,156,2023-08-01,2085,220.0,458700.0,0.0,458700.0,,Cheque,Wholesale Distributor,INV-554566-0351
2421,3073,115,2023-08-26,1066,20.0,21320.0,0.0,21320.0,,Credit,Modern Trade,INV-010073-4673
2454,3201,147,2023-08-10,1560,234.92,436800.0,70324.8,366475.2,505.0,Cheque,E-commerce,INV-652205-4165
2485,3145,112,2023-08-11,92,205.0,18860.0,0.0,18860.0,,Credit,General Trade,INV-804039-0537
2492,3274,119,2023-08-17,139,180.0,25020.0,0.0,25020.0,,Cash,General Trade,INV-198353-0194
2517,3037,105,2023-08-20,134,35.0,4690.0,0.0,4690.0,,Cash,General Trade,INV-191499-0535
2540,3290,117,2023-08-23,1791,140.0,250740.0,0.0,250740.0,,Bank Transfer,E-commerce,INV-810672-6886
2549,3079,159,2023-08-03,327,35.0,11445.0,0.0,11445.0,,Credit,Wholesale Distributor,INV-179064-3366
