sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
24,3359,146,2025-01-08,80,260.0,20800.0,0.0,20800.0,,Cheque,General Trade,INV-014545-6747
25,3218,145,2025-01-04,196,250.0,49000.0,0.0,49000.0,,Bank Transfer,Modern Trade,INV-060410-2640
39,3126,156,2025-01-09,1841,220.0,405020.0,0.0,405020.0,,Cash,E-commerce,INV-286611-3882
47,3351,148,2025-01-30,1477,190.0,280630.0,0.0,280630.0,,Cheque,Modern Trade,INV-616337-5316
53,3383,156,2025-01-08,143,220.0,31460.0,0.0,31460.0,,Bank Transfer,General Trade,INV-693392-9139
78,3442,154,2025-01-16,1605,100.0,160500.0,0.0,160500.0,,Credit,Modern Trade,INV-081933-4044
93,3067,148,2025-01-20,1841,190.0,349790.0,0.0,349790.0,,Credit,Modern Trade,INV-374404-5903
101,3098,105,2025-01-10,1873,35.0,65555.0,0.0,65555.0,,Credit,Modern Trade,INV-536750-2090
111,3122,107,2025-01-19,154,120.0,18480.0,0.0,18480.0,,Cheque,General Trade,INV-675102-9057
158,3483,123,2025-01-03,1953,60.0,117180.0,0.0,117180.0,,Cheque,Modern Trade,INV-151067-5314
192,3034,149,2025-01-25,437,150.0,65550.0,0.0,65550.0,,Bank Transfer,Wholesale Distributor,INV-944768-5462
222,3471,106,2025-01-31,1206,55.0,66330.0,0.0,66330.0,,UPI,Modern Trade,INV-577054-1533
244,3134,107,2025-01-24,1018,120.0,122160.0,0.0,122160.0,,Bank Transfer,Modern Trade,INV-360306-8040
245,3425,120,2025-01-13,591,20.0,11820.0,0.0,11820.0,,Cheque,Modern Trade,INV-110046-9858
279,3456,159,2025-01-23,1983,35.0,69405.0,0.0,69405.0,,Bank Transfer,Modern Trade,INV-218464-8888
331,3257,121,2025-01-13,153,160.0,24480.0,0.0,24480.0,,UPI,General Trade,INV-678497-3063
