sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
5,3480,136,2025-03-26,1413,40.0,56520.0,0.0,56520.0,,Cash,Modern Trade,INV-553125-3682
27,3425,151,2025-03-21,179,199.0,35621.0,0.0,35621.0,,Cheque,Modern Trade,INV-898179-7671
54,3124,119,2025-03-19,52,180.0,9360.0,0.0,9360.0,,Credit,General Trade,INV-282308-8062
55,3453,142,2025-03-14,1887,88.91,179265.0,11490.89,167774.11,504.0,UPI,E-commerce,INV-888333-9850
64,3391,158,2025-03-27,333,30.0,9990.0,0.0,9990.0,,Cheque,Modern Trade,INV-518474-4154
152,3289,115,2025-03-09,381,20.0,7620.0,0.0,7620.0,,UPI,E-commerce,INV-810126-5517
165,3384,110,2025-03-13,244,280.0,68320.0,0.0,68320.0,,Bank Transfer,Modern Trade,INV-138264-9188
227,3331,157,2025-03-14,263,30.0,7890.0,0.0,7890.0,,Bank Transfer,Modern Trade,INV-373453-9827
267,3456,153,2025-03-25,314,25.0,7850.0,0.0,7850.0,,Cheque,Modern Trade,INV-229967-5093
274,3247,147,2025-03-01,486,280.0,136080.0,0.0,136080.0,,UPI,Modern Trade,INV-910316-7094
298,3104,103,2025-03-23,847,12.0,10164.0,0.0,10164.0,,UPI,Modern Trade,INV-255869-9771
328,3229,116,2025-03-02,829,75.0,62175.0,0.0,62175.0,,Cheque,Wholesale Distributor,INV-703600-4116
340,3045,108,2025-03-01,348,160.0,55680.0,0.0,55680.0,,Credit,Modern Trade,INV-881444-1778
343,3363,146,2025-03-11,1173,260.0,304980.0,0.0,304980.0,,Credit,E-commerce,INV-480191-5913
370,3170,104,2025-03-18,704,18.0,12672.0,0.0,12672.0,,Bank Transfer,Wholesale Distributor,INV-491537-4196
394,3411,144,2025-03-15,68,125.0,8500.0,0.0,8500.0,,UPI,General Trade,INV-922641-2032
407,3227,159,2025-03-09,1255,35.0,43925.0,0.0,43925.0,,Credit,Modern Trade,INV-686919-0551
434,3439,123,2025-03-24,1243,60.0,74580.0,0.0,74580.0,,Bank Transfer,Wholesale Distributor,INV-363911-5969
441,3128,128,2025-03-20,51,398.0,20298.0,0.0,20298.0,,Cheque,General Trade,INV-851770-5433
444,3192,114,2025-03-19,1893,10.0,18930.0,0.0,18930.0,,Cheque,E-commerce,INV-493621-8265
447,3445,125,2025-03-31,1508,350.0,527800.0,0.0,527800.0,,UPI,E-commerce,INV-116977-1961
494,3210,138,2025-03-27,1206,120.0,144720.0,0.0,144720.0,,Credit,Wholesale Distributor,INV-557345-9898
501,3448,152,2025-03-13,1153,255.0,294015.0,0.0,294015.0,,Credit,E-commerce,INV-017143-0917
507,3424,145,2025-03-05,148,250.0,37000.0,0.0,37000.0,,Cash,General Trade,INV-720126-3064
547,3208,142,2025-03-28,2054,95.0,195130.0,0.0,195130.0,,Cash,Wholesale Distributor,INV-022128-4341
594,3036,155,2025-03-01,113,20.0,2260.0,0.0,2260.0,,Cash,General Trade,INV-287211-4534
608,3188,156,2025-03-22,1661,220.0,365420.0,0.0,365420.0,,Credit,Wholesale Distributor,INV-757803-1703
652,3335,152,2025-03-20,35,255.0,8925.0,0.0,8925.0,,Bank Transfer,General Trade,INV-801699-7880
669,3396,157,2025-03-06,1493,30.0,44790.0,0.0,44790.0,,UPI,E-commerce,INV-738135-3650
687,3054,142,2025-03-24,1855,95.0,176225.0,0.0,176225.0,,Bank Transfer,Modern Trade,INV-276640-6642
691,3228,129,2025-03-14,204,50.0,10200.0,0.0,10200.0,,Credit,Modern Trade,INV-341587-5802
692,3135,110,2025-03-13,819,280.0,229320.0,0.0,229320.0,,Credit,Modern Trade,INV-063362-5945
736,3158,142,2025-03-18,1293,95.0,122835.0,0.0,122835.0,,Bank Transfer,Modern Trade,INV-075223-7134
755,3202,134,2025-03-05,25,290.0,7250.0,0.0,7250.0,,Cash,General Trade,INV-040605-9977
803,3279,128,2025-03-21,1315,398.0,523370.0,0.0,523370.0,,Cheque,E-commerce,INV-608267-5598
825,3078,117,2025-03-04,122,140.0,17080.0,0.0,17080.0,,Cheque,General Trade,INV-194100-4726
861,3488,136,2025-03-29,1253,40.0,50120.0,0.0,50120.0,,Bank Transfer,E-commerce,INV-121906-6760
862,3388,121,2025-03-11,749,160.0,119840.0,0.0,119840.0,,Cash,E-commerce,INV-618754-0851
927,3041,129,2025-03-28,154,50.0,7700.0,0.0,7700.0,,Credit,General Trade,INV-164101-4657
937,3074,153,2025-03-20,2987,25.0,74675.0,0.0,74675.0,,Cheque,Wholesale Distributor,INV-243248-2464
942,3484,133,2025-03-05,1973,180.0,355140.0,0.0,355140.0,,Cheque,Modern Trade,INV-221054-8148
992,3496,122,2025-03-13,126,205.0,25830.0,0.0,25830.0,,Cheque,General Trade,INV-334967-3724
995,3317,137,2025-03-08,1471,95.0,139745.0,0.0,139745.0,,Bank Transfer,E-commerce,INV-852360-2696
1083,3399,121,2025-03-25,1377,160.0,220320.0,0.0,220320.0,,Credit,Modern Trade,INV-990793-5603
1100,3055,106,2025-03-11,2649,55.0,145695.0,0.0,145695.0,,Bank Transfer,Wholesale Distributor,INV-606537-4087
1104,3171,128,2025-03-29,285,398.0,113430.0,0.0,113430.0,,Cheque,Modern Trade,INV-371709-7820
1105,3389,155,2025-03-13,880,20.0,17600.0,0.0,17600.0,,Cheque,Modern Trade,INV-336533-7205
1130,3373,161,2025-03-14,2574,80.0,205920.0,0.0,205920.0,,Bank Transfer,Wholesale Distributor,INV-745502-6839
1149,3209,149,2025-03-21,1068,150.0,160200.0,0.0,160200.0,,Bank Transfer,E-commerce,INV-782055-9604
1158,3215,102,2025-03-17,454,8.0,3632.0,0.0,3632.0,,Credit,Modern Trade,INV-326912-8614
1184,3484,123,2025-03-18,1102,60.0,66120.0,0.0,66120.0,,Credit,Modern Trade,INV-782150-4375
1210,3014,148,2025-03-15,1220,190.0,231800.0,0.0,231800.0,,UPI,Modern Trade,INV-449048-4224
1233,3020,154,2025-03-30,868,100.0,86800.0,0.0,86800.0,,Credit,Modern Trade,INV-420024-3808
1234,3273,119,2025-03-19,164,180.0,29520.0,0.0,29520.0,,Cash,General Trade,INV-519859-7548
1306,3367,128,2025-03-08,1212,398.0,482376.0,0.0,482376.0,,Credit,E-commerce,INV-615229-4298
1341,3117,120,2025-03-09,309,20.0,6180.0,0.0,6180.0,,UPI,General Trade,INV-500450-7458
1348,3216,122,2025-03-11,46,205.0,9430.0,0.0,9430.0,,Cash,General Trade,INV-777590-2222
1356,3064,157,2025-03-28,243,30.0,7290.0,0.0,7290.0,,Credit,General Trade,INV-190352-1888
1359,3225,123,2025-03-19,813,60.0,48780.0,0.0,48780.0,,Cheque,E-commerce,INV-464075-1733
1467,3042,120,2025-03-17,322,20.0,6440.0,0.0,6440.0,,Bank Transfer,General Trade,INV-561443-5089
1517,3241,104,2025-03-24,1038,18.0,18684.0,0.0,18684.0,,Cash,Modern Trade,INV-474737-5701
1553,3014,150,2025-03-29,1403,150.0,210450.0,0.0,210450.0,,UPI,Modern Trade,INV-699382-6410
1658,3065,162,2025-03-10,154,300.0,46200.0,0.0,46200.0,,Bank Transfer,Modern Trade,INV-842766-2231
1677,3489,136,2025-03-31,1128,40.0,45120.0,0.0,45120.0,,Cash,Modern Trade,INV-079475-2503
1697,3353,141,2025-03-28,1371,95.0,130245.0,0.0,130245.0,,Credit,Modern Trade,INV-288031-5679
