feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
18,3471,,188,2024-02-03,Order Accuracy,Sales Rep,Negative,Hic nulla dolore eius voluptate mollitia labore dicta error iste nobis quos nam maiores quod dolores consectetur dolorum ad assumenda.,Escalated,
28,3296,145.0,318,2024-02-06,Order Accuracy,Email,Positive,Totam blanditiis quisquam veniam ipsa aut doloribus fuga esse magni repellendus perferendis provident possimus aliquam aperiam ratione.,Closed,Delectus ad ad praesentium laborum eligendi nemo ea.
35,3002,,421,2024-02-20,Product Suggestion,Distributor Portal,Positive,Pariatur doloremque suscipit quam dolor ratione et quidem tempore eos error quod.,Resolved,Vitae molestias molestias ab error laudantium.
54,3099,115.0,630,2024-02-20,Order Accuracy,Sales Rep,Neutral,Esse consequatur vel aut delectus nemo reiciendis tempore provident voluptatem molestias hic omnis harum.,In Progress,
90,3235,117.0,1073,2024-02-18,Quality Issue,Phone,Positive,Accusantium nulla suscipit repellendus itaque est nemo possimus iusto.,Closed,Minus est voluptatibus officia harum iste dolorum eos culpa sed pariatur.
145,3035,102.0,1782,2024-02-29,Quality Issue,Phone,Neutral,Facilis harum officia voluptatum perspiciatis hic rem architecto quod dolorum magni eligendi expedita cum.,Open,
161,3170,151.0,2044,2024-02-18,Complaint,Sales Rep,Neutral,Molestias repudiandae nesciunt repudiandae dicta consequatur voluptatem incidunt repudiandae sunt consequuntur sit ipsum quidem aliquid omnis.,In Progress,
227,3005,147.0,2936,2024-02-28,Complaint,Distributor Portal,Negative,Aliquam totam alias natus cupiditate et totam ad consequuntur nostrum minima accusantium optio.,Escalated,
228,3485,126.0,2990,2024-02-03,Order Accuracy,Sales Rep,Positive,Quibusdam eveniet omnis expedita quia rem fugiat iusto facilis molestiae rerum culpa odio necessitatibus eos.,In Progress,
253,3124,,3406,2024-02-04,Query,Phone,Negative,Pariatur aliquid asperiores velit animi pariatur amet eligendi illum eum architecto.,Resolved,Porro natus sint doloremque vitae itaque aut beatae beatae labore doloremque.
259,3188,128.0,3523,2024-02-08,Query,Phone,Negative,Dicta deserunt beatae nemo temporibus magni dolores tempore tempore sit totam hic consectetur maiores dolorem.,Closed,Id aut corporis quam voluptates dolorem.
