feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
30,3463,134.0,355,2023-10-06,Order Accuracy,Sales Rep,Neutral,Architecto error sunt eum optio modi saepe modi ad quam.,Open,
76,3406,143.0,926,2023-10-28,Delivery Issue,Whatsapp,Negative,Nisi amet aspernatur blanditiis ipsum perspiciatis eum pariatur illum commodi a repudiandae debitis praesentium placeat facilis molestiae doloremque eaque quas.,Open,
118,3042,121.0,1460,2023-10-29,Complaint,Email,Positive,Quis voluptas nisi nulla ipsum aliquam molestias accusamus adipisci voluptatibus quae eligendi explicabo soluta quasi suscipit suscipit laudantium aperiam.,Closed,Quisquam debitis praesentium nobis qui nobis earum at ratione similique veritatis excepturi aut.
128,3074,113.0,1566,2023-10-20,Query,Sales Rep,Negative,Cumque sequi iste consequuntur accusantium corporis sequi praesentium dicta possimus autem amet reiciendis officia voluptates sed sequi quos quas.,Open,
130,3378,111.0,1592,2023-10-21,Delivery Issue,Sales Rep,Negative,Eaque quis cupiditate asperiores velit cumque culpa libero repellat harum dignissimos laboriosam temporibus iusto neque voluptate facilis.,Open,
148,3254,128.0,1841,2023-10-12,Quality Issue,Phone,Positive,Dolorum corporis minima itaque possimus enim porro assumenda optio odit non reiciendis eum ipsam.,Closed,Autem aliquid perferendis numquam dolorum vel id ea enim ab error eius.
153,3225,134.0,1909,2023-10-31,Complaint,Whatsapp,Negative,Quam sed commodi quae vel maxime accusantium dolores optio at saepe repudiandae delectus nulla dolorem.,Resolved,Non eius voluptates voluptates eaque nemo sit illum.
160,3008,,2001,2023-10-20,Complaint,Sales Rep,Positive,Excepturi impedit natus vero velit mollitia non ullam non debitis.,In Progress,
168,3016,139.0,2157,2023-10-30,Delivery Issue,Phone,Neutral,Neque ratione velit labore reiciendis quibusdam doloremque in expedita aliquam at optio accusantium nulla corrupti soluta.,Closed,Nulla consequuntur autem nisi maiores vero blanditiis molestiae.
208,3045,,2656,2023-10-11,Order Accuracy,Email,Neutral,Cum id saepe fuga nostrum architecto et vero doloribus cumque numquam facilis placeat et dolorem.,Escalated,
236,3492,136.0,3178,2023-10-06,Product Suggestion,Phone,Neutral,Iste alias nam cum corporis pariatur incidunt corrupti voluptatibus fuga ad magnam cupiditate aspernatur placeat ad autem pariatur repellendus.,In Progress,
239,3496,,3204,2023-10-01,Product Suggestion,Sales Rep,Neutral,Dolorum cupiditate hic quia fuga fugiat occaecati vero excepturi iste earum hic temporibus maiores possimus quis accusamus non nam.,In Progress,
249,3028,116.0,3313,2023-10-13,Sales Service,Whatsapp,Neutral,Quidem quia laboriosam laudantium at eum dolore vitae distinctio.,Resolved,Perferendis necessitatibus modi explicabo laborum excepturi voluptate facilis vel dignissimos dolore perspiciatis molestiae.
258,3096,157.0,3459,2023-10-06,Sales Service,Whatsapp,Positive,Quaerat ducimus at ipsam temporibus repellendus et veritatis beatae hic maxime autem commodi quod perferendis est explicabo debitis totam ipsa.,Resolved,Veritatis quos cumque porro neque ab minus quod iusto numquam laborum quas.
271,3042,149.0,3731,2023-10-06,Product Suggestion,Whatsapp,Neutral,Pariatur a incidunt quos harum quisquam placeat excepturi eveniet accusantium.,Open,
300,3218,,4190,2023-10-18,Sales Service,Email,Neutral,Temporibus consectetur odio quia laborum minus quibusdam delectus a quaerat ducimus officiis.,Closed,Quibusdam odit beatae dolor nihil praesentium natus quod laudantium unde aspernatur.
304,3118,113.0,4218,2023-10-14,Complaint,Sales Rep,Positive,Expedita dignissimos commodi totam dolorem quae quaerat eligendi numquam mollitia eveniet voluptas.,Escalated,
309,3438,,4263,2023-10-29,Query,Whatsapp,Negative,Ad iusto mollitia nulla aliquam enim modi temporibus a repellendus modi natus alias facere repellendus nesciunt ipsam id.,Escalated,
339,3380,101.0,4629,2023-10-30,Delivery Issue,Email,Positive,Molestiae quas ex consequatur hic eum perferendis vel alias autem dolore temporibus rem nesciunt officiis praesentium temporibus.,Resolved,Ea quidem provident nemo dicta illum quod perferendis minus officia eaque exercitationem recusandae.
343,3130,,4710,2023-10-19,Delivery Issue,Sales Rep,Positive,Impedit perferendis ipsam placeat cupiditate minima fuga consequuntur optio harum quis accusantium similique qui aliquid porro inventore alias.,Escalated,
345,3300,106.0,4739,2023-10-19,Query,Distributor Portal,Negative,Odio consequatur architecto nostrum rerum ex consequatur quo porro quo nisi eius facere.,In Progress,
372,3067,161.0,5099,2023-10-01,Delivery Issue,Distributor Portal,Negative,Magnam quibusdam quia sequi occaecati vero eum consectetur illo explicabo unde nulla fugit.,In Progress,
388,3094,148.0,5321,2023-10-17,Query,Whatsapp,Negative,Dolorem unde optio iusto quia alias repellendus doloribus at magni ut.,In Progress,
393,3353,158.0,5362,2023-10-08,Order Accuracy,Whatsapp,Neutral,Repellendus aliquam accusantium alias laboriosam pariatur eaque delectus necessitatibus dicta vitae accusantium assumenda neque mollitia.,Escalated,
