sale_id,retailer_id,product_id,sale_date,quantity_sold,unit_selling_price,gross_sale_value,discount_amount,net_sale_value,promotion_id,payment_method,distribution_channel,invoice_number
13,3213,125,2024-12-27,1722,350.0,602700.0,0.0,602700.0,,UPI,Modern Trade,INV-566765-9047
15,3366,145,2024-12-28,503,250.0,125750.0,0.0,125750.0,,Bank Transfer,E-commerce,INV-502195-2497
19,3431,129,2024-12-24,1230,50.0,61500.0,0.0,61500.0,,Cheque,Wholesale Distributor,INV-885576-5231
22,3070,114,2024-12-10,732,10.0,7320.0,0.0,7320.0,,Bank Transfer,Modern Trade,INV-989152-4615
65,3478,130,2024-12-26,1394,90.0,125460.0,0.0,125460.0,,UPI,E-commerce,INV-208425-6146
70,3021,105,2024-12-03,1749,31.63,61215.0,5888.88,55326.12,507.0,Cheque,E-commerce,INV-200243-9811
75,3362,138,2024-12-11,419,120.0,50280.0,0.0,50280.0,,Cash,E-commerce,INV-255389-0135
131,3224,130,2024-12-18,2911,90.0,261990.0,0.0,261990.0,,Credit,Wholesale Distributor,INV-222501-7147
157,3327,118,2024-12-22,170,195.0,33150.0,0.0,33150.0,,Cash,General Trade,INV-020810-6740
164,3080,132,2024-12-24,162,90.0,14580.0,0.0,14580.0,,UPI,General Trade,INV-673886-0324
166,3214,104,2024-12-08,1510,18.0,27180.0,0.0,27180.0,,Cheque,Modern Trade,INV-186267-1444
173,3491,161,2024-12-25,682,80.0,54560.0,0.0,54560.0,,Credit,Modern Trade,INV-283347-0316
224,3209,123,2024-12-04,672,60.0,40320.0,0.0,40320.0,,Bank Transfer,E-commerce,INV-937626-6902
233,3096,103,2024-12-14,482,12.0,5784.0,0.0,5784.0,,UPI,Modern Trade,INV-060606-3320
241,3223,147,2024-12-25,132,280.0,36960.0,0.0,36960.0,,Credit,E-commerce,INV-617782-5211
247,3478,116,2024-12-12,767,75.0,57525.0,0.0,57525.0,,Credit,E-commerce,INV-707996-0253
253,3111,126,2024-12-07,1569,650.0,1019850.0,0.0,1019850.0,,Bank Transfer,Modern Trade,INV-247281-9346
344,3476,101,2024-12-26,109,5.0,545.0,0.0,545.0,,Cheque,General Trade,INV-204672-3097
363,3097,134,2024-12-06,1112,290.0,322480.0,0.0,322480.0,,Credit,Modern Trade,INV-810663-4955
384,3186,130,2024-12-16,1257,90.0,113130.0,0.0,113130.0,,Cash,Wholesale Distributor,INV-822611-8253
452,3061,138,2024-12-29,1114,120.0,133680.0,0.0,133680.0,,Cheque,Modern Trade,INV-230111-1778
456,3175,135,2024-12-09,1426,250.0,356500.0,0.0,356500.0,,Cash,Modern Trade,INV-243861-9762
520,3155,144,2024-12-22,690,95.94,86250.0,20053.12,66196.88,503.0,Credit,Modern Trade,INV-810965-4399
600,3446,141,2024-12-27,526,80.8,49970.0,7470.51,42499.49,516.0,Bank Transfer,Wholesale Distributor,INV-018081-8105
722,3472,154,2024-12-03,1553,100.0,155300.0,0.0,155300.0,,Cheque,Wholesale Distributor,INV-329578-3434
746,3081,118,2024-12-08,1948,195.0,379860.0,0.0,379860.0,,Credit,Modern Trade,INV-881045-0344
747,3226,156,2024-12-28,1856,220.0,408320.0,0.0,408320.0,,UPI,Modern Trade,INV-513892-3733
756,3416,137,2024-12-08,924,95.0,87780.0,0.0,87780.0,,Credit,Modern Trade,INV-205446-8552
812,3113,129,2024-12-14,1671,50.0,83550.0,0.0,83550.0,,UPI,E-commerce,INV-191982-4932
813,3213,149,2024-12-22,1529,150.0,229350.0,0.0,229350.0,,Bank Transfer,Modern Trade,INV-088779-7407
815,3188,125,2024-12-21,572,350.0,200200.0,0.0,200200.0,,Credit,Wholesale Distributor,INV-154446-7655
817,3183,133,2024-12-18,222,180.0,39960.0,0.0,39960.0,,Cash,Modern Trade,INV-732536-1286
831,3034,117,2024-12-08,1016,140.0,142240.0,0.0,142240.0,,Credit,Wholesale Distributor,INV-250363-3079
850,3063,150,2024-12-04,198,150.0,29700.0,0.0,29700.0,,Credit,General Trade,INV-651773-3668
869,3032,107,2024-12-23,2738,120.0,328560.0,0.0,328560.0,,Cash,Wholesale Distributor,INV-652559-4598
980,3169,120,2024-12-12,1716,20.0,34320.0,0.0,34320.0,,Cheque,Modern Trade,INV-164863-4427
1003,3283,102,2024-12-15,165,8.0,1320.0,0.0,1320.0,,Bank Transfer,General Trade,INV-786148-0229
1144,3110,105,2024-12-15,161,31.63,5635.0,542.09,5092.91,507.0,Cheque,Modern Trade,INV-550796-7221
1146,3255,110,2024-12-02,1222,280.0,342160.0,0.0,342160.0,,Bank Transfer,Modern Trade,INV-382865-5184
1176,3484,103,2024-12-26,1862,12.0,22344.0,0.0,22344.0,,Cash,Modern Trade,INV-695177-6092
1182,3318,119,2024-12-29,1884,180.0,339120.0,0.0,339120.0,,Cheque,Wholesale Distributor,INV-525669-9546
1195,3090,114,2024-12-18,484,10.0,4840.0,0.0,4840.0,,Cash,Modern Trade,INV-905372-9440
1237,3273,131,2024-12-11,33,170.0,5610.0,0.0,5610.0,,Credit,General Trade,INV-294516-3890
1264,3319,129,2024-12-29,1422,50.0,71100.0,0.0,71100.0,,Cash,E-commerce,INV-245502-3118
1270,3249,155,2024-12-31,217,20.0,4340.0,0.0,4340.0,,Cash,E-commerce,INV-353696-5151
1290,3177,133,2024-12-29,174,180.0,31320.0,0.0,31320.0,,Cheque,General Trade,INV-256744-2214
1291,3377,143,2024-12-30,955,120.0,114600.0,0.0,114600.0,,UPI,Modern Trade,INV-455992-0976
1338,3227,136,2024-12-23,1412,40.0,56480.0,0.0,56480.0,,Bank Transfer,Modern Trade,INV-321611-4726
1355,3260,153,2024-12-21,124,25.0,3100.0,0.0,3100.0,,UPI,General Trade,INV-896413-4169
1367,3312,152,2024-12-19,1018,255.0,259590.0,0.0,259590.0,,Cheque,E-commerce,INV-486858-3061
1380,3439,137,2024-12-07,2304,95.0,218880.0,0.0,218880.0,,Bank Transfer,Wholesale Distributor,INV-768619-0272
1390,3466,105,2024-12-05,77,31.63,2695.0,259.26,2435.74,507.0,Cash,General Trade,INV-414690-0882
1396,3330,157,2024-12-12,1768,30.0,53040.0,0.0,53040.0,,UPI,E-commerce,INV-992570-9942
1409,3328,122,2024-12-01,602,205.0,123410.0,0.0,123410.0,,Cheque,E-commerce,INV-560428-0530
1420,3124,136,2024-12-04,50,40.0,2000.0,0.0,2000.0,,Cash,General Trade,INV-747074-4301
1430,3338,150,2024-12-03,1916,150.0,287400.0,0.0,287400.0,,Cash,Modern Trade,INV-548074-8064
1432,3047,121,2024-12-09,1305,160.0,208800.0,0.0,208800.0,,Credit,Modern Trade,INV-107475-4913
1451,3055,103,2024-12-08,1497,12.0,17964.0,0.0,17964.0,,Bank Transfer,Wholesale Distributor,INV-997222-3226
1481,3447,157,2024-12-27,364,30.0,10920.0,0.0,10920.0,,Credit,Wholesale Distributor,INV-177809-2693
1487,3221,135,2024-12-12,370,250.0,92500.0,0.0,92500.0,,Credit,Modern Trade,INV-340551-3872
1513,3451,115,2024-12-23,1547,20.0,30940.0,0.0,30940.0,,Bank Transfer,E-commerce,INV-849735-5016
1525,3496,141,2024-12-16,50,80.8,4750.0,710.12,4039.88,516.0,UPI,General Trade,INV-787200-4897
1559,3103,150,2024-12-07,45,150.0,6750.0,0.0,6750.0,,Cheque,Modern Trade,INV-860590-0483
1579,3177,142,2024-12-07,106,95.0,10070.0,0.0,10070.0,,Cheque,General Trade,INV-078323-3918
1615,3365,131,2024-12-14,979,170.0,166430.0,0.0,166430.0,,Cheque,Modern Trade,INV-095329-2654
1617,3382,135,2024-12-04,87,250.0,21750.0,0.0,21750.0,,Bank Transfer,General Trade,INV-327959-7943
1632,3199,117,2024-12-31,1844,140.0,258160.0,0.0,258160.0,,Cash,Wholesale Distributor,INV-867939-0215
1633,3013,128,2024-12-07,1442,398.0,573916.0,0.0,573916.0,,Bank Transfer,E-commerce,INV-187410-2479
1641,3356,133,2024-12-05,206,180.0,37080.0,0.0,37080.0,,Bank Transfer,Modern Trade,INV-663242-9786
1644,3142,152,2024-12-02,1344,255.0,342720.0,0.0,342720.0,,Credit,Wholesale Distributor,INV-061474-6495
1667,3381,145,2024-12-24,536,250.0,134000.0,0.0,134000.0,,Bank Transfer,Modern Trade,INV-125344-0494
1673,3487,126,2024-12-13,465,650.0,302250.0,0.0,302250.0,,Bank Transfer,Modern Trade,INV-378128-0303
1775,3097,117,2024-12-25,1100,140.0,154000.0,0.0,154000.0,,Bank Transfer,Modern Trade,INV-128928-0114
1777,3170,113,2024-12-19,537,210.0,112770.0,0.0,112770.0,,Cheque,Wholesale Distributor,INV-684055-5208
1802,3022,153,2024-12-06,1031,25.0,25775.0,0.0,25775.0,,Cheque,Modern Trade,INV-153692-3937
1803,3380,158,2024-12-05,1700,30.0,51000.0,0.0,51000.0,,Cash,Modern Trade,INV-408429-6125
1806,3141,139,2024-12-09,760,40.0,30400.0,0.0,30400.0,,Bank Transfer,E-commerce,INV-616194-5312
1874,3268,134,2024-12-01,1650,290.0,478500.0,0.0,478500.0,,Cheque,E-commerce,INV-932630-9969
1879,3461,116,2024-12-22,129,75.0,9675.0,0.0,9675.0,,Cheque,General Trade,INV-829950-4604
1905,3152,103,2024-12-16,1095,12.0,13140.0,0.0,13140.0,,Credit,E-commerce,INV-165064-4321
1920,3405,143,2024-12-22,45,120.0,5400.0,0.0,5400.0,,Bank Transfer,General Trade,INV-472181-4969
1927,3199,136,2024-12-01,2295,40.0,91800.0,0.0,91800.0,,UPI,Wholesale Distributor,INV-552743-2140
1941,3124,142,2024-12-23,103,88.91,9785.0,627.22,9157.78,504.0,Credit,General Trade,INV-868161-5720
1971,3455,156,2024-12-15,46,220.0,10120.0,0.0,10120.0,,Cash,General Trade,INV-431355-3392
1973,3407,139,2024-12-08,57,40.0,2280.0,0.0,2280.0,,UPI,General Trade,INV-721143-4978
1987,3154,144,2024-12-23,1236,95.94,154500.0,35921.25,118578.75,503.0,UPI,Modern Trade,INV-849740-9533
2018,3445,129,2024-12-09,653,50.0,32650.0,0.0,32650.0,,Cheque,E-commerce,INV-604169-1812
2022,3213,134,2024-12-20,456,290.0,132240.0,0.0,132240.0,,Credit,Modern Trade,INV-435087-3216
2077,3003,121,2024-12-02,1247,160.0,199520.0,0.0,199520.0,,Bank Transfer,Modern Trade,INV-424303-6740
2143,3367,121,2024-12-24,354,160.0,56640.0,0.0,56640.0,,Cash,E-commerce,INV-966065-3001
2144,3449,128,2024-12-17,105,398.0,41790.0,0.0,41790.0,,Cheque,General Trade,INV-789822-5010
2162,3143,108,2024-12-14,911,160.0,145760.0,0.0,145760.0,,Cash,Modern Trade,INV-332002-1387
2178,3306,144,2024-12-17,1314,95.94,164250.0,38188.12,126061.88,503.0,Cash,E-commerce,INV-272833-6588
2209,3329,145,2024-12-17,1709,250.0,427250.0,0.0,427250.0,,Cash,Modern Trade,INV-119579-1007
2242,3435,161,2024-12-29,96,80.0,7680.0,0.0,7680.0,,Cash,Modern Trade,INV-315964-5377
2244,3495,148,2024-12-07,69,190.0,13110.0,0.0,13110.0,,Credit,General Trade,INV-052640-0112
2271,3186,102,2024-12-12,1450,8.0,11600.0,0.0,11600.0,,Bank Transfer,Wholesale Distributor,INV-521584-4424
2317,3111,153,2024-12-09,1400,25.0,35000.0,0.0,35000.0,,UPI,Modern Trade,INV-430660-6211
2318,3039,144,2024-12-04,163,125.0,20375.0,0.0,20375.0,,Credit,General Trade,INV-645828-6591
2333,3122,118,2024-12-18,44,195.0,8580.0,0.0,8580.0,,Bank Transfer,General Trade,INV-026313-2614
2336,3046,121,2024-12-31,55,160.0,8800.0,0.0,8800.0,,UPI,General Trade,INV-749846-6415
2346,3078,105,2024-12-22,155,31.63,5425.0,521.88,4903.12,507.0,Bank Transfer,General Trade,INV-389801-8245
2380,3392,105,2024-12-12,403,31.63,14105.0,1356.9,12748.1,507.0,Credit,Modern Trade,INV-153358-6181
2396,3197,111,2024-12-11,1051,450.0,472950.0,0.0,472950.0,,Bank Transfer,E-commerce,INV-680975-5523
2431,3452,151,2024-12-17,207,199.0,41193.0,0.0,41193.0,,Credit,Modern Trade,INV-557163-5607
2435,3310,137,2024-12-31,222,95.0,21090.0,0.0,21090.0,,Cash,Modern Trade,INV-898352-6547
2436,3048,135,2024-12-22,52,250.0,13000.0,0.0,13000.0,,Cheque,General Trade,INV-795513-9486
2466,3109,149,2024-12-17,1077,150.0,161550.0,0.0,161550.0,,Cheque,Modern Trade,INV-518903-9673
2482,3005,144,2024-12-30,629,95.94,78625.0,18280.31,60344.69,503.0,Cheque,Modern Trade,INV-006669-4265
2486,3103,141,2024-12-15,902,80.8,85690.0,12810.65,72879.35,516.0,Bank Transfer,Modern Trade,INV-832930-3884
2503,3473,119,2024-12-10,656,180.0,118080.0,0.0,118080.0,,Credit,Modern Trade,INV-557028-4435
2589,3221,145,2024-12-12,1574,250.0,393500.0,0.0,393500.0,,Credit,Modern Trade,INV-566078-0452
2594,3015,117,2024-12-07,864,140.0,120960.0,0.0,120960.0,,Credit,Wholesale Distributor,INV-970484-8508
2604,3221,130,2024-12-27,1531,90.0,137790.0,0.0,137790.0,,Cheque,Modern Trade,INV-300930-6304
