feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
14,3223,111.0,108,2024-05-14,Order Accuracy,Email,Neutral,Non perspiciatis officiis quaerat maiores reprehenderit beatae doloremque veritatis cum corporis.,Open,
27,3340,,295,2024-05-18,Quality Issue,Sales Rep,Negative,Repellendus necessitatibus adipisci quis autem consequuntur ipsa id eos eius quidem.,In Progress,
92,3489,,1088,2024-05-05,Query,Phone,Neutral,Quas doloremque eligendi recusandae praesentium soluta voluptate est odit eveniet.,Closed,Sint natus ab qui dolorem id ea numquam facilis.
141,3466,114.0,1718,2024-05-01,Quality Issue,Phone,Negative,Deserunt saepe odit doloremque dolores suscipit nostrum fugit modi sapiente labore tenetur accusantium nesciunt dolore inventore molestiae deleniti totam facilis.,In Progress,
154,3306,130.0,1936,2024-05-09,Product Suggestion,Distributor Portal,Positive,Corporis fugit fugiat quasi nesciunt officia suscipit ipsum quod repellendus earum tempora quisquam ducimus in reiciendis nobis magnam iusto optio magnam.,Closed,Illo laborum itaque nulla necessitatibus culpa neque doloremque in in.
181,3167,137.0,2335,2024-05-10,Complaint,Distributor Portal,Negative,Molestiae commodi ut pariatur non voluptates sint nulla exercitationem accusantium nemo explicabo.,In Progress,
201,3071,159.0,2542,2024-05-20,Product Suggestion,Phone,Negative,Praesentium doloribus eum ut et reiciendis aut omnis nemo corporis perferendis inventore odit rem voluptates tenetur.,Resolved,Expedita possimus sapiente nesciunt cupiditate recusandae commodi labore corporis rem nulla.
211,3299,108.0,2680,2024-05-28,Sales Service,Whatsapp,Positive,Saepe modi saepe excepturi similique earum doloribus dolorem occaecati error architecto modi asperiores asperiores blanditiis sapiente at deserunt.,Closed,Quae modi rem expedita deleniti alias labore eius illo dolore.
235,3197,138.0,3162,2024-05-01,Quality Issue,Sales Rep,Positive,Harum inventore corporis fuga libero eos quisquam reprehenderit autem distinctio atque quia.,In Progress,
291,3111,112.0,4030,2024-05-11,Product Suggestion,Sales Rep,Neutral,Voluptas voluptatibus voluptatibus ut error quisquam voluptates ea aliquam necessitatibus recusandae iure vitae deleniti quam ratione quisquam.,In Progress,
316,3008,140.0,4325,2024-05-08,Order Accuracy,Whatsapp,Negative,Adipisci laboriosam esse eius accusamus quaerat alias molestiae fugit temporibus quam corporis.,Closed,Molestias praesentium neque quo corporis asperiores facere.
374,3245,139.0,5146,2024-05-16,Order Accuracy,Sales Rep,Negative,Soluta voluptatum ratione sapiente numquam totam totam nostrum illo veritatis praesentium recusandae ducimus quibusdam atque expedita reprehenderit voluptatibus quam.,Open,
394,3332,132.0,5383,2024-05-04,Complaint,Distributor Portal,Neutral,Eveniet laudantium commodi repudiandae quis officia odio occaecati deleniti molestias quisquam cumque temporibus beatae rerum facere.,Open,
415,3278,,5685,2024-05-20,Delivery Issue,Email,Negative,Aut explicabo modi et ipsa cum architecto corporis veniam ullam.,Resolved,Nobis velit deleniti ducimus neque est.
445,3438,104.0,6154,2024-05-21,Sales Service,Email,Positive,Quas pariatur voluptatibus harum eos sed debitis placeat molestiae esse ea mollitia reprehenderit.,In Progress,
452,3405,144.0,6242,2024-05-20,Query,Email,Positive,Atque culpa voluptatum voluptatum vero amet quidem aspernatur non velit totam in delectus cumque laudantium.,In Progress,
462,3388,,6387,2024-05-15,Sales Service,Whatsapp,Neutral,Harum quibusdam ab magnam enim tempora earum molestiae fuga veritatis fugiat voluptatum sapiente fugit laudantium.,Open,
471,3121,,6553,2024-05-18,Quality Issue,Phone,Neutral,Blanditiis voluptates praesentium quis maxime aspernatur et tenetur minima quia molestiae sapiente ipsam tempora accusamus nisi aliquam porro perspiciatis iusto.,In Progress,
492,3476,,6786,2024-05-16,Complaint,Phone,Negative,Qui tempore consequatur ex quibusdam sequi officiis tempora quo voluptatem impedit excepturi inventore omnis saepe natus saepe.,Escalated,
516,3381,123.0,7064,2024-05-14,Delivery Issue,Phone,Neutral,Dignissimos aliquid rerum exercitationem optio corrupti quam quam laudantium recusandae corporis.,Resolved,Deleniti assumenda necessitatibus porro quibusdam porro.
524,3083,111.0,7117,2024-05-25,Product Suggestion,Sales Rep,Neutral,Natus illo repudiandae placeat autem qui explicabo mollitia numquam totam.,Escalated,
568,3388,139.0,7913,2024-05-15,Quality Issue,Sales Rep,Negative,Deleniti necessitatibus tempora est non voluptatem dolorem mollitia similique tempore eius voluptas consectetur dolorum sequi.,Resolved,Impedit error ipsum explicabo porro quisquam eveniet perspiciatis eum modi molestiae consequuntur fugiat.
593,3201,,8094,2024-05-23,Delivery Issue,Whatsapp,Negative,Quis voluptatem eos est enim sit numquam ipsum sequi consectetur laborum cum vel iure iure similique excepturi repudiandae laudantium ad.,In Progress,
603,3046,119.0,8185,2024-05-14,Delivery Issue,Email,Positive,Ipsum quam esse blanditiis cupiditate ipsam fugiat atque maxime sint eveniet animi quae tempora quibusdam laudantium nisi voluptates.,Closed,Eaque ad nobis cumque odio molestias aspernatur commodi occaecati sunt.
616,3180,,8349,2024-05-07,Order Accuracy,Phone,Positive,Minus quidem officiis quis enim impedit necessitatibus officiis ad.,Closed,Reprehenderit sed nam nisi quos assumenda rerum consectetur delectus.
623,3313,107.0,8447,2024-05-06,Complaint,Phone,Positive,Rerum autem debitis sequi quis illo delectus sint a omnis amet fugiat id accusamus repudiandae vel repellendus.,In Progress,
638,3261,135.0,8630,2024-05-04,Delivery Issue,Sales Rep,Neutral,In accusantium dolorem impedit officiis maxime quaerat ipsum non dignissimos aperiam perspiciatis amet rem delectus.,Closed,Cumque quis perferendis nihil doloribus impedit architecto ad excepturi dicta consectetur.
687,3368,103.0,9244,2024-05-03,Complaint,Whatsapp,Neutral,Impedit unde hic asperiores sed perspiciatis eveniet quaerat animi doloremque repellendus ipsa maiores.,Open,
702,3189,133.0,9403,2024-05-26,Query,Sales Rep,Negative,Iusto ea deleniti distinctio libero a assumenda ipsa hic tempora nulla vitae aut numquam molestias fugiat fuga.,Open,
712,3463,,9542,2024-05-22,Sales Service,Distributor Portal,Neutral,Dignissimos assumenda vel voluptate explicabo consectetur qui sequi quibusdam quae asperiores totam voluptas aliquam quis.,Open,
713,3277,101.0,9559,2024-05-20,Delivery Issue,Phone,Negative,Hic quae nisi error adipisci beatae modi consectetur architecto repellendus repellat alias ea porro explicabo dolore error.,Resolved,Quasi quibusdam soluta quasi voluptas voluptatem recusandae illum distinctio repellendus nisi.
720,3110,130.0,9686,2024-05-02,Complaint,Whatsapp,Negative,Deserunt maiores impedit dicta in sunt quaerat numquam vero consequatur quisquam quasi.,Escalated,
738,3100,148.0,9874,2024-05-21,Quality Issue,Email,Positive,Et aliquam eligendi ipsum vero suscipit praesentium ea illo consequatur.,Closed,Vero et magnam rem quas velit.
788,3066,150.0,10599,2024-05-02,Quality Issue,Distributor Portal,Neutral,Harum incidunt consequatur tempore totam ut aut quisquam exercitationem magni sed possimus molestiae ullam blanditiis.,In Progress,
807,3104,162.0,10855,2024-05-24,Delivery Issue,Sales Rep,Positive,Doloribus iusto occaecati ex architecto sint accusamus pariatur qui ut reiciendis non ea voluptates pariatur sed deleniti occaecati corrupti.,Open,
813,3345,131.0,10898,2024-05-26,Complaint,Distributor Portal,Neutral,Facilis tempora eius atque et sint rem voluptatum officia pariatur quae reiciendis.,Resolved,Aut rerum neque occaecati recusandae dolorum dolorum.
